Geography,Date,Units,BodyType,Private male,Private female,Private unknown,Company,Between keepers,Total
Great Britain,1994 Q4 (end December),Thousands,Motorcycles,601.8,73.3,6.4,21.4,18,720.9
Great Britain,1995 Q4 (end December),Thousands,Motorcycles,588.7,67,6.6,22.6,17.6,702.5
Great Britain,1996 Q4 (end December),Thousands,Motorcycles,619.6,65.2,7.5,27,19.5,738.8
Great Britain,1997 Q4 (end December),Thousands,Motorcycles,641.2,60,8.4,30,12.8,752.4
Great Britain,1998 Q4 (end December),Thousands,Motorcycles,701.1,61.1,10,31,10.6,813.8
Great Britain,1999 Q4 (end December),Thousands,Motorcycles,764.9,65.2,11.8,33.1,14.3,889.4
Great Britain,2000 Q4 (end December),Thousands,Motorcycles,822.7,70.9,13.3,36.6,10.2,953.7
Great Britain,2001 Q4 (end December),Thousands,Motorcycles,870.1,75.7,14.9,36.3,13,"1,010.00"
Great Britain,2002 Q4 (end December),Thousands,Motorcycles,921.8,79.2,16.4,37.2,15.4,"1,070.00"
Great Britain,2003 Q4 (end December),Thousands,Motorcycles,972.6,80.9,19.8,42,19.4,"1,134.70"
Great Britain,2004 Q4 (end December),Thousands,Motorcycles,"1,023.40",82.4,21.2,38.9,25.3,"1,191.20"
Great Britain,2005 Q4 (end December),Thousands,Motorcycles,"1,039.40",82.5,21.9,40.1,22.6,"1,206.40"
Great Britain,2006 Q4 (end December),Thousands,Motorcycles,"1,043.60",81.4,23.5,37.4,23.7,"1,209.60"
Great Britain,2007 Q4 (end December),Thousands,Motorcycles,"1,077.40",82,24.6,40.4,23.9,"1,248.30"
Great Britain,2008 Q4 (end December),Thousands,Motorcycles,"1,102.40",83.7,25.5,40,22.9,"1,274.60"
Great Britain,2009 Q4 (end December),Thousands,Motorcycles,"1,103.20",83.2,26.4,36.4,26.5,"1,275.60"
Great Britain,2010 Q4 (end December),Thousands,Motorcycles,"1,062.30",78.2,33.2,35,25.6,"1,234.40"
Great Britain,2011 Q4 (end December),Thousands,Motorcycles,"1,064.30",76.5,38.6,34.3,24.7,"1,238.30"
Great Britain,2012 Q4 (end December),Thousands,Motorcycles,"1,050.80",74.4,40.9,33.7,25.1,"1,224.80"
Great Britain,2013 Q4 (end December),Thousands,Motorcycles,"1,046.70",71.7,41.7,33.4,25.9,"1,219.40"
Great Britain,2014 Q4 (end December),Thousands,Motorcycles,"1,043.00",70.3,44,32.9,16.4,"1,206.60"
Great Britain,2015 Q4 (end December),Thousands,Motorcycles,"1,058.40",70,47.3,32.5,12.5,"1,220.80"
Great Britain,2016 Q4 (end December),Thousands,Motorcycles,"1,079.60",70,50.4,35.4,12.8,"1,248.10"
Great Britain,2017 Q4 (end December),Thousands,Motorcycles,"1,067.70",67.9,51,33.9,13.2,"1,233.60"
Great Britain,2018 Q4 (end December),Thousands,Motorcycles,"1,079.70",66.2,50.7,33,13,"1,242.70"
Great Britain,2019 Q4 (end December),Thousands,Motorcycles,"1,080.60",64.1,58.9,33.5,13.1,"1,250.20"
Great Britain,2020 Q4 (end December),Thousands,Motorcycles,"1,100.30",63.2,66.1,31.9,12.3,"1,273.80"
Great Britain,2021 Q4 (end December),Thousands,Motorcycles,"1,132.00",64.8,68.2,35.1,15.2,"1,315.30"
Great Britain,2022 Q4 (end December),Thousands,Motorcycles,"1,147.30",66.1,70.4,38.6,15.2,"1,337.60"
Great Britain,2023 Q4 (end December),Thousands,Motorcycles,"1,136.90",65.3,70.9,40.3,14.1,"1,327.60"
Great Britain,2024 Q4 (end December),Thousands,Motorcycles,"1,137.20",64.9,73.5,39.4,13.8,"1,328.80"
Great Britain,2025 Q4 (end December),Thousands,Motorcycles,"1,146.90",65.5,71.6,36.3,12.8,"1,333.10"
Great Britain,1994 Q4 (end December),Thousands,Other vehicles,222.3,12.4,12.1,338.6,13.7,599
Great Britain,1995 Q4 (end December),Thousands,Other vehicles,215.8,12,11.9,321,13,573.6
Great Britain,1996 Q4 (end December),Thousands,Other vehicles,216.2,12.3,12.2,314.4,9.1,564.2
Great Britain,1997 Q4 (end December),Thousands,Other vehicles,213.7,12.4,12.5,313.6,9.7,561.8
Great Britain,1998 Q4 (end December),Thousands,Other vehicles,215,12.8,12.7,304.6,6,551.1
Great Britain,1999 Q4 (end December),Thousands,Other vehicles,212.2,12.9,12.8,288.3,7.6,533.8
Great Britain,2000 Q4 (end December),Thousands,Other vehicles,207.4,12.6,12.5,273.8,5.5,511.7
Great Britain,2001 Q4 (end December),Thousands,Other vehicles,203.1,12.3,12.4,266,7.1,500.8
Great Britain,2002 Q4 (end December),Thousands,Other vehicles,204.7,11.9,12.8,267,7.6,504
Great Britain,2003 Q4 (end December),Thousands,Other vehicles,208.1,11.8,13.7,270.6,9.4,513.5
Great Britain,2004 Q4 (end December),Thousands,Other vehicles,217.1,12.2,15.3,277.3,11.7,533.7
Great Britain,2005 Q4 (end December),Thousands,Other vehicles,221.9,12.5,15.3,280.7,10.3,540.6
Great Britain,2006 Q4 (end December),Thousands,Other vehicles,222.6,12.4,15.2,281.5,11.7,543.4
Great Britain,2007 Q4 (end December),Thousands,Other vehicles,233.2,17.2,15.1,288.4,11.9,565.7
Great Britain,2008 Q4 (end December),Thousands,Other vehicles,241.6,21.4,15,294.9,12.5,585.3
Great Britain,2009 Q4 (end December),Thousands,Other vehicles,249.1,24.7,14.9,298.5,13,600.3
Great Britain,2010 Q4 (end December),Thousands,Other vehicles,253.4,27.1,15.3,304.6,15.4,615.8
Great Britain,2011 Q4 (end December),Thousands,Other vehicles,258.7,28.5,16.1,320.5,17.4,641.2
Great Britain,2012 Q4 (end December),Thousands,Other vehicles,263.7,30.2,16.2,339.1,18.4,667.5
Great Britain,2013 Q4 (end December),Thousands,Other vehicles,269.1,32.6,16.2,349.6,19.3,686.9
Great Britain,2014 Q4 (end December),Thousands,Other vehicles,272.6,34.9,16.5,357,15.7,696.6
Great Britain,2015 Q4 (end December),Thousands,Other vehicles,276,36.4,16.6,365.9,11.1,706
Great Britain,2016 Q4 (end December),Thousands,Other vehicles,279.7,38.1,16.6,376,10.8,721.2
Great Britain,2017 Q4 (end December),Thousands,Other vehicles,285.9,39.6,16.8,387.5,15.5,745.3
Great Britain,2018 Q4 (end December),Thousands,Other vehicles,288.7,41,16.7,395.8,16.3,758.6
Great Britain,2019 Q4 (end December),Thousands,Other vehicles,290.8,42.4,17,402.8,14.5,767.4
Great Britain,2020 Q4 (end December),Thousands,Other vehicles,290.5,43.7,17.1,404,13.6,769
Great Britain,2021 Q4 (end December),Thousands,Other vehicles,293.2,45,17.3,420.5,13.1,789.1
Great Britain,2022 Q4 (end December),Thousands,Other vehicles,294.6,46.5,17.8,430.1,14.2,803.1
Great Britain,2023 Q4 (end December),Thousands,Other vehicles,293.8,47.7,18.1,440,14.3,813.9
Great Britain,2024 Q4 (end December),Thousands,Other vehicles,294.7,49.4,18.2,450.8,13.5,826.5
Great Britain,2025 Q4 (end December),Thousands,Other vehicles,294.2,50.8,18.1,450.2,13.7,827
Great Britain,1994 Q4 (end December),Thousands,Total,"14,205.00","6,036.20",529.4,"3,994.80",466.1,"25,231.50"
Great Britain,1995 Q4 (end December),Thousands,Total,"14,124.30","6,194.00",561,"4,023.20",466.8,"25,369.40"
Great Britain,1996 Q4 (end December),Thousands,Total,"14,544.90","6,569.10",617.6,"4,101.40",468.9,"26,301.90"
Great Britain,1997 Q4 (end December),Thousands,Total,"14,776.00","6,852.30",661.7,"4,267.80",416,"26,973.80"
Great Britain,1998 Q4 (end December),Thousands,Total,"15,038.30","7,100.20",714,"4,342.10",343.9,"27,538.40"
Great Britain,1999 Q4 (end December),Thousands,Total,"15,369.30","7,368.20",780.3,"4,350.90",498.8,"28,367.60"
Great Britain,2000 Q4 (end December),Thousands,Total,"15,559.00","7,610.50",835.8,"4,559.40",332.9,"28,897.60"
Great Britain,2001 Q4 (end December),Thousands,Total,"15,929.40","7,929.90",911.5,"4,533.60",442.7,"29,747.10"
Great Britain,2002 Q4 (end December),Thousands,Total,"16,337.30","8,256.90","1,000.50","4,464.90",497,"30,556.70"
Great Britain,2003 Q4 (end December),Thousands,Total,"16,608.70","8,483.40","1,124.70","4,422.40",568.1,"31,207.40"
Great Britain,2004 Q4 (end December),Thousands,Total,"16,994.80","8,727.70","1,207.70","4,574.20",754.5,"32,258.90"
Great Britain,2005 Q4 (end December),Thousands,Total,"17,229.10","8,994.50","1,261.50","4,776.80",635.5,"32,897.40"
Great Britain,2006 Q4 (end December),Thousands,Total,"17,191.30","9,162.00","1,295.60","4,750.10",671.5,"33,070.50"
Great Britain,2007 Q4 (end December),Thousands,Total,"17,392.50","9,380.80","1,321.40","4,862.50",693.7,"33,651.00"
Great Britain,2008 Q4 (end December),Thousands,Total,"17,510.80","9,575.00","1,326.50","4,883.40",587.8,"33,883.40"
Great Britain,2009 Q4 (end December),Thousands,Total,"17,562.30","9,731.70","1,340.20","4,693.30",630.9,"33,958.40"
Great Britain,2010 Q4 (end December),Thousands,Total,"17,473.00","9,857.70","1,391.60","4,644.10",753.7,"34,120.20"
Great Britain,2011 Q4 (end December),Thousands,Total,"17,422.40","9,954.10","1,432.00","4,699.50",720.6,"34,228.60"
Great Britain,2012 Q4 (end December),Thousands,Total,"17,463.70","10,083.00","1,450.70","4,756.60",768.4,"34,522.30"
Great Britain,2013 Q4 (end December),Thousands,Total,"17,650.60","10,225.40","1,473.10","4,881.50",803.8,"35,034.50"
Great Britain,2014 Q4 (end December),Thousands,Total,"17,863.90","10,392.30","1,511.80","5,052.80",596.3,"35,417.10"
Great Britain,2015 Q4 (end December),Thousands,Total,"18,166.20","10,588.20","1,567.90","5,252.30",673,"36,247.60"
Great Britain,2016 Q4 (end December),Thousands,Total,"18,584.50","10,863.90","1,614.60","5,492.30",701.5,"37,256.80"
Great Britain,2017 Q4 (end December),Thousands,Total,"18,763.90","11,053.60","1,618.00","5,575.20",724.2,"37,735.00"
Great Britain,2018 Q4 (end December),Thousands,Total,"18,964.80","11,234.90","1,608.90","5,635.80",739.6,"38,184.00"
Great Britain,2019 Q4 (end December),Thousands,Total,"19,235.40","11,451.90","1,600.60","5,654.80",740.1,"38,682.70"
Great Britain,2020 Q4 (end December),Thousands,Total,"19,318.10","11,541.50","1,552.20","5,502.50",667.5,"38,581.80"
Great Britain,2021 Q4 (end December),Thousands,Total,"19,470.80","11,634.90","1,514.00","5,654.40",760.2,"39,034.30"
Great Britain,2022 Q4 (end December),Thousands,Total,"19,585.70","11,731.30","1,499.60","5,877.20",752.7,"39,446.50"
Great Britain,2023 Q4 (end December),Thousands,Total,"19,689.60","11,847.50","1,497.70","6,118.20",748.1,"39,901.20"
Great Britain,2024 Q4 (end December),Thousands,Total,"19,864.50","11,980.20","1,484.60","6,296.40",740.4,"40,366.00"
Great Britain,2025 Q4 (end December),Thousands,Total,"20,095.00","12,138.50","1,472.60","6,517.20",726.5,"40,949.70"
Northern Ireland,2014 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.7,0.1,5.6
Northern Ireland,2015 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.7,[low],5.5
Northern Ireland,2016 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.7,[low],5.6
Northern Ireland,2017 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.7,[low],5.6
Northern Ireland,2018 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.6,[low],5.5
Northern Ireland,2019 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.6,[low],5.5
Northern Ireland,2020 Q4 (end December),Thousands,Buses and coaches,0.6,0.1,0.1,4.1,[low],4.8
Northern Ireland,2021 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,0.1,4.2,[low],5.1
Northern Ireland,2022 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,[low],4.3,[low],5.1
Northern Ireland,2023 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,[low],4.3,[low],5.1
Northern Ireland,2024 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,[low],4.4,[low],5.2
Northern Ireland,2025 Q4 (end December),Thousands,Buses and coaches,0.7,0.1,[low],4.5,[low],5.2
Northern Ireland,2014 Q4 (end December),Thousands,Cars,446.1,310.3,45.4,76.8,18.8,897.4
Northern Ireland,2015 Q4 (end December),Thousands,Cars,450.3,319.3,51.8,78.1,15.6,915.1
Northern Ireland,2016 Q4 (end December),Thousands,Cars,460,330.9,55.7,81.4,13.8,941.8
Northern Ireland,2017 Q4 (end December),Thousands,Cars,465.3,339.7,57.8,83.3,13.6,959.8
Northern Ireland,2018 Q4 (end December),Thousands,Cars,470.3,348.2,59.5,83.8,13.8,975.7
Northern Ireland,2019 Q4 (end December),Thousands,Cars,479.5,357.9,59.8,85.4,13.2,995.9
Northern Ireland,2020 Q4 (end December),Thousands,Cars,485.3,365.4,57.3,82.4,11.1,"1,001.40"
Northern Ireland,2021 Q4 (end December),Thousands,Cars,489.5,370.7,53.7,82.9,14.1,"1,010.80"
Northern Ireland,2022 Q4 (end December),Thousands,Cars,491.5,375.7,51.9,84.5,13.9,"1,017.40"
Northern Ireland,2023 Q4 (end December),Thousands,Cars,498.1,382.2,50.3,89.8,13.6,"1,033.90"
Northern Ireland,2024 Q4 (end December),Thousands,Cars,504.5,388.6,48.3,96.7,13.8,"1,051.80"
Northern Ireland,2025 Q4 (end December),Thousands,Cars,515.4,397.5,47,102.7,14.7,"1,077.30"
Northern Ireland,2014 Q4 (end December),Thousands,Heavy goods vehicles,5.5,0.4,0.2,16.4,0.3,22.8
Northern Ireland,2015 Q4 (end December),Thousands,Heavy goods vehicles,5.2,0.4,0.3,16.8,0.1,22.7
Northern Ireland,2016 Q4 (end December),Thousands,Heavy goods vehicles,5.2,0.4,0.3,17.5,0.1,23.5
Northern Ireland,2017 Q4 (end December),Thousands,Heavy goods vehicles,5.1,0.4,0.4,18,0.1,24
Northern Ireland,2018 Q4 (end December),Thousands,Heavy goods vehicles,5,0.4,0.4,18.3,0.1,24.3
Northern Ireland,2019 Q4 (end December),Thousands,Heavy goods vehicles,4.9,0.4,0.5,18.4,0.1,24.3
Northern Ireland,2020 Q4 (end December),Thousands,Heavy goods vehicles,4.8,0.4,0.4,18.4,0.1,24.2
Northern Ireland,2021 Q4 (end December),Thousands,Heavy goods vehicles,4.9,0.4,0.4,19,0.1,24.8
Northern Ireland,2022 Q4 (end December),Thousands,Heavy goods vehicles,4.8,0.4,0.4,19.1,0.1,24.9
Northern Ireland,2023 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.4,0.3,19.4,0.1,25
Northern Ireland,2024 Q4 (end December),Thousands,Heavy goods vehicles,4.6,0.4,0.3,20,0.1,25.4
Northern Ireland,2025 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.5,0.3,20.2,0.1,25.8
Northern Ireland,2014 Q4 (end December),Thousands,Light goods vehicles,56.2,2.6,1.6,35.9,1.6,97.9
Northern Ireland,2015 Q4 (end December),Thousands,Light goods vehicles,57.7,2.7,2.7,37.8,1,101.9
Northern Ireland,2016 Q4 (end December),Thousands,Light goods vehicles,60.1,2.9,3.5,40.2,0.9,107.7
Northern Ireland,2017 Q4 (end December),Thousands,Light goods vehicles,62.7,3.2,4.1,42.2,1,113.2
Northern Ireland,2018 Q4 (end December),Thousands,Light goods vehicles,64.9,3.3,4.6,43.9,1,117.7
Northern Ireland,2019 Q4 (end December),Thousands,Light goods vehicles,67.6,3.5,4.9,46.1,1,123.1
Northern Ireland,2020 Q4 (end December),Thousands,Light goods vehicles,71.2,3.9,4.6,47.4,1,128
Northern Ireland,2021 Q4 (end December),Thousands,Light goods vehicles,74.2,4.2,4.1,51.2,1.1,134.9
Northern Ireland,2022 Q4 (end December),Thousands,Light goods vehicles,75,4.5,3.7,53.5,1.1,137.8
Northern Ireland,2023 Q4 (end December),Thousands,Light goods vehicles,77.3,4.9,3.4,56,1.1,142.7
Northern Ireland,2024 Q4 (end December),Thousands,Light goods vehicles,79.7,5.3,3.1,58.4,1.1,147.7
Northern Ireland,2025 Q4 (end December),Thousands,Light goods vehicles,84.1,5.8,2.9,61.1,1.1,155.1
Northern Ireland,2014 Q4 (end December),Thousands,Motorcycles,20.3,1.4,0.6,1.3,0.3,24
Northern Ireland,2015 Q4 (end December),Thousands,Motorcycles,19.4,1,0.8,0.8,0.1,22.2
Northern Ireland,2016 Q4 (end December),Thousands,Motorcycles,19.4,1,0.9,0.7,0.2,22.1
Northern Ireland,2017 Q4 (end December),Thousands,Motorcycles,19.6,1,0.9,0.6,0.1,22.3
Northern Ireland,2018 Q4 (end December),Thousands,Motorcycles,19.6,1.1,1,0.7,0.1,22.5
Northern Ireland,2019 Q4 (end December),Thousands,Motorcycles,20.2,1.1,1,0.7,0.2,23.2
Northern Ireland,2020 Q4 (end December),Thousands,Motorcycles,21.1,1.1,1.1,0.6,0.1,24
Northern Ireland,2021 Q4 (end December),Thousands,Motorcycles,23.1,1.3,1,0.7,0.2,26.3
Northern Ireland,2022 Q4 (end December),Thousands,Motorcycles,23.1,1.2,1.1,0.6,0.1,26.1
Northern Ireland,2023 Q4 (end December),Thousands,Motorcycles,23.3,1.2,1.1,0.6,0.2,26.4
Northern Ireland,2024 Q4 (end December),Thousands,Motorcycles,23.4,1.1,1.1,0.6,0.1,26.3
Northern Ireland,2025 Q4 (end December),Thousands,Motorcycles,24.3,1.1,1.1,0.5,0.1,27.2
Northern Ireland,2014 Q4 (end December),Thousands,Other vehicles,22.7,0.5,0.3,5.5,0.2,29.1
Northern Ireland,2015 Q4 (end December),Thousands,Other vehicles,23,0.5,0.4,5.6,0.1,29.5
Northern Ireland,2016 Q4 (end December),Thousands,Other vehicles,23.7,0.6,0.4,5.9,0.1,30.7
Northern Ireland,2017 Q4 (end December),Thousands,Other vehicles,25.9,0.6,0.5,6.4,0.1,33.6
Northern Ireland,2018 Q4 (end December),Thousands,Other vehicles,26.7,0.7,0.6,6.8,0.1,35
Northern Ireland,2019 Q4 (end December),Thousands,Other vehicles,27.5,0.7,0.7,6.9,0.1,35.8
Northern Ireland,2020 Q4 (end December),Thousands,Other vehicles,27.9,0.7,0.7,7.3,0.1,36.7
Northern Ireland,2021 Q4 (end December),Thousands,Other vehicles,29.2,0.7,0.7,7.9,0.1,38.7
Northern Ireland,2022 Q4 (end December),Thousands,Other vehicles,29.9,0.8,0.8,8.4,0.1,40
Northern Ireland,2023 Q4 (end December),Thousands,Other vehicles,30.4,0.8,0.8,8.9,0.1,41
Northern Ireland,2024 Q4 (end December),Thousands,Other vehicles,30.9,0.9,0.8,9.4,0.1,42
Northern Ireland,2025 Q4 (end December),Thousands,Other vehicles,31.4,0.9,0.8,10,0.1,43.3
Northern Ireland,2014 Q4 (end December),Thousands,Total,551.5,315.2,48.1,140.7,21.3,"1,076.70"
Northern Ireland,2015 Q4 (end December),Thousands,Total,556.3,324,56,143.7,17,"1,096.90"
Northern Ireland,2016 Q4 (end December),Thousands,Total,569,335.8,61,150.5,15.1,"1,131.40"
Northern Ireland,2017 Q4 (end December),Thousands,Total,579.3,345,63.8,155.3,15,"1,158.30"
Northern Ireland,2018 Q4 (end December),Thousands,Total,587.3,353.7,66.2,158.2,15.2,"1,180.50"
Northern Ireland,2019 Q4 (end December),Thousands,Total,600.5,363.7,66.9,162.1,14.6,"1,207.70"
Northern Ireland,2020 Q4 (end December),Thousands,Total,610.9,371.5,64.2,160.1,12.4,"1,219.10"
Northern Ireland,2021 Q4 (end December),Thousands,Total,621.5,377.5,60,166,15.5,"1,240.50"
Northern Ireland,2022 Q4 (end December),Thousands,Total,624.9,382.7,57.9,170.4,15.3,"1,251.20"
Northern Ireland,2023 Q4 (end December),Thousands,Total,634.5,389.5,55.9,179.1,15,"1,274.10"
Northern Ireland,2024 Q4 (end December),Thousands,Total,643.7,396.4,53.6,189.4,15.3,"1,298.40"
Northern Ireland,2025 Q4 (end December),Thousands,Total,660.5,405.9,52.1,199.1,16.3,"1,333.80"
United Kingdom,2014 Q4 (end December),Thousands,Buses and coaches,25.7,3.9,2,134.6,1.6,167.8
United Kingdom,2015 Q4 (end December),Thousands,Buses and coaches,25.5,4,2,134.3,1.4,167.2
United Kingdom,2016 Q4 (end December),Thousands,Buses and coaches,25.5,4,2.1,133.9,1.6,167.1
United Kingdom,2017 Q4 (end December),Thousands,Buses and coaches,24.9,4,1.9,131.7,1.6,164
United Kingdom,2018 Q4 (end December),Thousands,Buses and coaches,24.1,3.9,1.9,129,1.6,160.5
United Kingdom,2019 Q4 (end December),Thousands,Buses and coaches,23.4,3.8,1.8,126.9,1.5,157.5
United Kingdom,2020 Q4 (end December),Thousands,Buses and coaches,22.1,3.8,1.5,112.8,1.4,141.5
United Kingdom,2021 Q4 (end December),Thousands,Buses and coaches,23.4,4.1,1.4,115.4,1.5,145.7
United Kingdom,2022 Q4 (end December),Thousands,Buses and coaches,22.8,3.9,1.3,113.9,1.3,143.2
United Kingdom,2023 Q4 (end December),Thousands,Buses and coaches,21.6,3.8,1.2,113.7,1.1,141.3
United Kingdom,2024 Q4 (end December),Thousands,Buses and coaches,20.5,3.5,1.1,116.5,1.3,142.9
United Kingdom,2025 Q4 (end December),Thousands,Buses and coaches,19.9,3.4,0.9,118,1,143.2
United Kingdom,2014 Q4 (end December),Thousands,Cars,"15,358.70","10,425.20","1,409.90","2,614.40",522,"30,330.20"
United Kingdom,2015 Q4 (end December),Thousands,Cars,"15,595.80","10,618.80","1,462.20","2,712.30",598.5,"30,987.50"
United Kingdom,2016 Q4 (end December),Thousands,Cars,"15,929.90","10,892.90","1,503.80","2,847.30",618.4,"31,792.30"
United Kingdom,2017 Q4 (end December),Thousands,Cars,"16,075.70","11,082.30","1,506.50","2,863.70",631.8,"32,159.90"
United Kingdom,2018 Q4 (end December),Thousands,Cars,"16,225.00","11,261.70","1,499.50","2,862.40",644.7,"32,493.30"
United Kingdom,2019 Q4 (end December),Thousands,Cars,"16,446.80","11,477.00","1,486.50","2,828.10",645.9,"32,884.30"
United Kingdom,2020 Q4 (end December),Thousands,Cars,"16,459.00","11,564.50","1,436.70","2,666.80",570.4,"32,697.40"
United Kingdom,2021 Q4 (end December),Thousands,Cars,"16,514.90","11,640.90","1,398.00","2,675.10",660.5,"32,889.50"
United Kingdom,2022 Q4 (end December),Thousands,Cars,"16,593.10","11,727.00","1,384.60","2,827.60",655,"33,187.30"
United Kingdom,2023 Q4 (end December),Thousands,Cars,"16,703.60","11,837.30","1,385.00","3,005.60",648.5,"33,579.90"
United Kingdom,2024 Q4 (end December),Thousands,Cars,"16,846.60","11,961.80","1,369.80","3,151.70",636.6,"33,966.60"
United Kingdom,2025 Q4 (end December),Thousands,Cars,"17,020.30","12,111.10","1,361.00","3,360.20",632.8,"34,485.50"
United Kingdom,2014 Q4 (end December),Thousands,Heavy goods vehicles,67.8,20.4,5.5,393.3,6.6,493.7
United Kingdom,2015 Q4 (end December),Thousands,Heavy goods vehicles,68.4,21,5.9,400.7,6.2,502.1
United Kingdom,2016 Q4 (end December),Thousands,Heavy goods vehicles,70.1,21.7,6.2,412.1,7,517
United Kingdom,2017 Q4 (end December),Thousands,Heavy goods vehicles,71.1,22.2,6.2,416.4,7.3,523.2
United Kingdom,2018 Q4 (end December),Thousands,Heavy goods vehicles,71.7,22.3,6.3,416,8.2,524.5
United Kingdom,2019 Q4 (end December),Thousands,Heavy goods vehicles,72.1,22.6,6.1,417.6,7.2,525.7
United Kingdom,2020 Q4 (end December),Thousands,Heavy goods vehicles,68.4,21.7,5.6,406.6,7.7,510
United Kingdom,2021 Q4 (end December),Thousands,Heavy goods vehicles,72.5,22.6,5.4,421,7.8,529.2
United Kingdom,2022 Q4 (end December),Thousands,Heavy goods vehicles,72.9,22.4,5,428.8,7.3,536.5
United Kingdom,2023 Q4 (end December),Thousands,Heavy goods vehicles,72.7,22.1,4.8,428.1,7.2,535
United Kingdom,2024 Q4 (end December),Thousands,Heavy goods vehicles,73.3,21.9,4.6,427.4,7,534.3
United Kingdom,2025 Q4 (end December),Thousands,Heavy goods vehicles,74.9,22,4.5,429.8,6.3,537.5
United Kingdom,2014 Q4 (end December),Thousands,Light goods vehicles,"1,604.60",150.9,81,"1,654.60",54.7,"3,545.80"
United Kingdom,2015 Q4 (end December),Thousands,Light goods vehicles,"1,656.00",160.4,88.8,"1,743.90",60.1,"3,709.20"
United Kingdom,2016 Q4 (end December),Thousands,Light goods vehicles,"1,725.70",171.5,95.2,"1,831.50",66,"3,889.80"
United Kingdom,2017 Q4 (end December),Thousands,Light goods vehicles,"1,772.50",181,97.9,"1,890.40",69.6,"4,011.40"
United Kingdom,2018 Q4 (end December),Thousands,Light goods vehicles,"1,816.60",191.7,98.5,"1,950.20",70.6,"4,127.60"
United Kingdom,2019 Q4 (end December),Thousands,Light goods vehicles,"1,874.40",203.9,95.5,"2,000.40",72.2,"4,246.40"
United Kingdom,2020 Q4 (end December),Thousands,Light goods vehicles,"1,939.60",214.3,87.6,"2,032.70",74.3,"4,348.50"
United Kingdom,2021 Q4 (end December),Thousands,Light goods vehicles,"2,004.00",233,81.9,"2,144.70",77.5,"4,541.10"
United Kingdom,2022 Q4 (end December),Thousands,Light goods vehicles,"2,026.90",246.1,76.4,"2,199.60",74.9,"4,623.90"
United Kingdom,2023 Q4 (end December),Thousands,Light goods vehicles,"2,041.70",258.8,71.9,"2,260.20",77.7,"4,710.30"
United Kingdom,2024 Q4 (end December),Thousands,Light goods vehicles,"2,081.60",272.9,69.1,"2,290.10",83.2,"4,797.00"
United Kingdom,2025 Q4 (end December),Thousands,Light goods vehicles,"2,143.50",289.6,66.7,"2,311.20",75.8,"4,886.90"
United Kingdom,2014 Q4 (end December),Thousands,Motorcycles,"1,063.30",71.7,44.6,34.2,16.8,"1,230.60"
United Kingdom,2015 Q4 (end December),Thousands,Motorcycles,"1,077.90",71,48.1,33.3,12.7,"1,242.90"
United Kingdom,2016 Q4 (end December),Thousands,Motorcycles,"1,099.00",70.9,51.3,36.1,12.9,"1,270.20"
United Kingdom,2017 Q4 (end December),Thousands,Motorcycles,"1,087.40",68.9,51.9,34.5,13.3,"1,255.90"
United Kingdom,2018 Q4 (end December),Thousands,Motorcycles,"1,099.30",67.3,51.6,33.7,13.2,"1,265.10"
United Kingdom,2019 Q4 (end December),Thousands,Motorcycles,"1,100.90",65.2,59.9,34.2,13.3,"1,273.40"
United Kingdom,2020 Q4 (end December),Thousands,Motorcycles,"1,121.40",64.3,67.2,32.5,12.4,"1,297.80"
United Kingdom,2021 Q4 (end December),Thousands,Motorcycles,"1,155.10",66.1,69.2,35.8,15.4,"1,341.60"
United Kingdom,2022 Q4 (end December),Thousands,Motorcycles,"1,170.30",67.3,71.5,39.2,15.4,"1,363.70"
United Kingdom,2023 Q4 (end December),Thousands,Motorcycles,"1,160.20",66.5,72,40.9,14.3,"1,353.90"
United Kingdom,2024 Q4 (end December),Thousands,Motorcycles,"1,160.50",66,74.7,40,13.9,"1,355.10"
United Kingdom,2025 Q4 (end December),Thousands,Motorcycles,"1,171.20",66.6,72.7,36.9,12.9,"1,360.30"
United Kingdom,2014 Q4 (end December),Thousands,Other vehicles,295.2,35.4,16.7,362.4,15.9,725.7
United Kingdom,2015 Q4 (end December),Thousands,Other vehicles,299,37,16.9,371.4,11.2,735.5
United Kingdom,2016 Q4 (end December),Thousands,Other vehicles,303.4,38.7,17.1,381.9,10.8,751.9
United Kingdom,2017 Q4 (end December),Thousands,Other vehicles,311.7,40.2,17.4,393.9,15.6,778.8
United Kingdom,2018 Q4 (end December),Thousands,Other vehicles,315.5,41.7,17.3,402.6,16.4,793.5
United Kingdom,2019 Q4 (end December),Thousands,Other vehicles,318.3,43,17.6,409.7,14.6,803.2
