Geography,Date,Units,BodyType,Private male,Private female,Private unknown,Company,Between keepers,Total
Scotland,2004 Q4 (end December),Thousands,Cars,"1,181.90",664,85.5,145.3,0,"2,076.80"
Scotland,2005 Q4 (end December),Thousands,Cars,"1,199.20",686.9,90.1,163.1,0,"2,139.20"
Scotland,2006 Q4 (end December),Thousands,Cars,"1,199.40",701.9,93.4,162.1,0,"2,156.80"
Scotland,2007 Q4 (end December),Thousands,Cars,"1,215.00",722.2,96.5,167.1,0,"2,200.80"
Scotland,2008 Q4 (end December),Thousands,Cars,"1,226.60",739.5,98,169.2,0,"2,233.20"
Scotland,2009 Q4 (end December),Thousands,Cars,"1,227.80",751.7,99.5,170.6,0,"2,249.60"
Scotland,2010 Q4 (end December),Thousands,Cars,"1,220.10",760.1,103.1,171.2,0,"2,254.50"
Scotland,2011 Q4 (end December),Thousands,Cars,"1,216.20",768.4,105.8,174.1,0,"2,264.40"
Scotland,2012 Q4 (end December),Thousands,Cars,"1,221.10",780.2,107.3,176.5,0,"2,285.10"
Scotland,2013 Q4 (end December),Thousands,Cars,"1,236.60",795.1,108.8,178.7,0,"2,319.20"
Scotland,2014 Q4 (end December),Thousands,Cars,"1,252.30",810,112.3,184.4,0,"2,359.00"
Scotland,2015 Q4 (end December),Thousands,Cars,"1,265.40",824.4,115.5,178.3,0,"2,383.60"
Scotland,2016 Q4 (end December),Thousands,Cars,"1,290.40",847.1,117.8,177.7,0,"2,433.10"
Scotland,2017 Q4 (end December),Thousands,Cars,"1,304.70",866.1,118.6,173,0,"2,462.40"
Scotland,2018 Q4 (end December),Thousands,Cars,"1,312.80",881.2,118.3,173.6,0,"2,486.00"
Scotland,2019 Q4 (end December),Thousands,Cars,"1,329.50",899.6,118.6,176.8,0,"2,524.50"
Scotland,2020 Q4 (end December),Thousands,Cars,"1,326.70",906.9,116.7,169.5,0,"2,519.80"
Scotland,2021 Q4 (end December),Thousands,Cars,"1,321.50",912.3,115.7,168.6,0,"2,518.20"
Scotland,2022 Q4 (end December),Thousands,Cars,"1,323.60",919.7,116.5,176.7,0,"2,536.60"
Scotland,2023 Q4 (end December),Thousands,Cars,"1,330.80",930.9,117.7,187.2,0,"2,566.50"
Scotland,2024 Q4 (end December),Thousands,Cars,"1,340.00",942.2,117.4,196.6,0,"2,596.20"
Scotland,2025 Q4 (end December),Thousands,Cars,"1,347.50",952.9,117.6,204,0,"2,622.00"
Scotland,1994 Q4 (end December),Thousands,Heavy goods vehicles,4.8,0.5,0.2,26.1,0,31.6
Scotland,1995 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.5,0.2,26.3,0,31.7
Scotland,1996 Q4 (end December),Thousands,Heavy goods vehicles,4.6,0.5,0.2,27,0,32.4
Scotland,1997 Q4 (end December),Thousands,Heavy goods vehicles,4.4,0.5,0.2,26,0,31.2
Scotland,1998 Q4 (end December),Thousands,Heavy goods vehicles,4.3,0.6,0.3,25.9,0,31.1
Scotland,1999 Q4 (end December),Thousands,Heavy goods vehicles,4.2,0.6,0.3,26.9,0,32
Scotland,2000 Q4 (end December),Thousands,Heavy goods vehicles,4.1,0.6,0.3,28.9,0,34
Scotland,2001 Q4 (end December),Thousands,Heavy goods vehicles,4,0.6,0.3,28.6,0,33.6
Scotland,2002 Q4 (end December),Thousands,Heavy goods vehicles,4,0.7,0.3,29,0,34.1
Scotland,2003 Q4 (end December),Thousands,Heavy goods vehicles,4,0.8,0.4,29.8,0,34.9
Scotland,2004 Q4 (end December),Thousands,Heavy goods vehicles,4.1,0.9,0.4,31,0,36.4
Scotland,2005 Q4 (end December),Thousands,Heavy goods vehicles,4.1,0.9,0.4,32.2,0,37.7
Scotland,2006 Q4 (end December),Thousands,Heavy goods vehicles,4.2,1,0.4,32.9,0,38.5
Scotland,2007 Q4 (end December),Thousands,Heavy goods vehicles,4.3,1,0.4,32.6,0,38.4
Scotland,2008 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.1,0.4,31.7,0,37.6
Scotland,2009 Q4 (end December),Thousands,Heavy goods vehicles,4.5,1.1,0.4,31.3,0,37.3
Scotland,2010 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.1,0.4,30.4,0,36.4
Scotland,2011 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.1,0.4,29.7,0,35.6
Scotland,2012 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.1,0.4,29.5,0,35.4
Scotland,2013 Q4 (end December),Thousands,Heavy goods vehicles,4.3,1.1,0.4,29.8,0,35.7
Scotland,2014 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.2,0.4,30.1,0,36.2
Scotland,2015 Q4 (end December),Thousands,Heavy goods vehicles,4.4,1.2,0.5,30.6,0,36.8
Scotland,2016 Q4 (end December),Thousands,Heavy goods vehicles,4.5,1.3,0.5,31.7,0,38
Scotland,2017 Q4 (end December),Thousands,Heavy goods vehicles,4.7,1.3,0.5,31.7,0,38.2
Scotland,2018 Q4 (end December),Thousands,Heavy goods vehicles,4.8,1.4,0.5,30,0,36.8
Scotland,2019 Q4 (end December),Thousands,Heavy goods vehicles,5,1.4,0.5,30,0,36.8
Scotland,2020 Q4 (end December),Thousands,Heavy goods vehicles,4.7,1.3,0.5,28.4,0,35
Scotland,2021 Q4 (end December),Thousands,Heavy goods vehicles,5,1.4,0.5,29.4,0,36.3
Scotland,2022 Q4 (end December),Thousands,Heavy goods vehicles,5.1,1.4,0.4,29.8,0,36.7
Scotland,2023 Q4 (end December),Thousands,Heavy goods vehicles,5.1,1.4,0.4,29.5,0,36.5
Scotland,2024 Q4 (end December),Thousands,Heavy goods vehicles,5.2,1.4,0.4,29.5,0,36.4
Scotland,2025 Q4 (end December),Thousands,Heavy goods vehicles,5.3,1.4,0.4,29.5,0,36.6
Scotland,1994 Q4 (end December),Thousands,Light goods vehicles,62.2,5.9,1.4,82.4,0,151.9
Scotland,1995 Q4 (end December),Thousands,Light goods vehicles,61.1,5.8,1.5,81.1,[low],149.5
Scotland,1996 Q4 (end December),Thousands,Light goods vehicles,62.6,6,1.6,82.4,[low],152.6
Scotland,1997 Q4 (end December),Thousands,Light goods vehicles,63.5,6,1.7,83.9,0,155.1
Scotland,1998 Q4 (end December),Thousands,Light goods vehicles,63.7,6,1.7,83.5,0,154.9
Scotland,1999 Q4 (end December),Thousands,Light goods vehicles,65,6.1,1.9,86.2,0,159.2
Scotland,2000 Q4 (end December),Thousands,Light goods vehicles,63.9,5.9,1.9,90.9,0,162.7
Scotland,2001 Q4 (end December),Thousands,Light goods vehicles,65.2,6,2.1,94.5,0,167.8
Scotland,2002 Q4 (end December),Thousands,Light goods vehicles,67.3,6.1,2.5,98.7,0,174.7
Scotland,2003 Q4 (end December),Thousands,Light goods vehicles,70.6,6.2,3,103.7,0,183.5
Scotland,2004 Q4 (end December),Thousands,Light goods vehicles,76.4,6.7,3.4,108,0,194.5
Scotland,2005 Q4 (end December),Thousands,Light goods vehicles,81.8,7.2,3.7,117.2,0,209.9
Scotland,2006 Q4 (end December),Thousands,Light goods vehicles,86.3,7.6,4,123.3,0,221.2
Scotland,2007 Q4 (end December),Thousands,Light goods vehicles,92.1,8.2,4.2,129.5,0,234
Scotland,2008 Q4 (end December),Thousands,Light goods vehicles,96,8.5,4.3,130.9,0,239.7
Scotland,2009 Q4 (end December),Thousands,Light goods vehicles,101.5,9.1,4.6,127,0,242.2
Scotland,2010 Q4 (end December),Thousands,Light goods vehicles,103.3,9.4,5.3,122.2,0,240.2
Scotland,2011 Q4 (end December),Thousands,Light goods vehicles,105.5,9.8,5.9,116.4,0,237.6
Scotland,2012 Q4 (end December),Thousands,Light goods vehicles,108.4,10.1,6.1,116.9,0,241.5
Scotland,2013 Q4 (end December),Thousands,Light goods vehicles,111.2,10.5,6.2,119.5,0,247.4
Scotland,2014 Q4 (end December),Thousands,Light goods vehicles,113.5,11.1,6.6,123.4,0,254.6
Scotland,2015 Q4 (end December),Thousands,Light goods vehicles,117.7,12,7.3,130.5,0,267.5
Scotland,2016 Q4 (end December),Thousands,Light goods vehicles,124.2,13.2,7.8,137.5,0,282.6
Scotland,2017 Q4 (end December),Thousands,Light goods vehicles,129.7,14.2,8.1,141.5,0,293.6
Scotland,2018 Q4 (end December),Thousands,Light goods vehicles,134.5,15.3,8.2,139.6,0,297.6
Scotland,2019 Q4 (end December),Thousands,Light goods vehicles,141.1,16.8,7.9,141.9,0,307.6
Scotland,2020 Q4 (end December),Thousands,Light goods vehicles,147.2,17.8,7.3,143.4,0,315.6
Scotland,2021 Q4 (end December),Thousands,Light goods vehicles,153.2,19.6,7,151.5,0,331.2
Scotland,2022 Q4 (end December),Thousands,Light goods vehicles,156.2,21,6.5,156,0,339.7
Scotland,2023 Q4 (end December),Thousands,Light goods vehicles,159,22.4,6.3,160.9,0,348.6
Scotland,2024 Q4 (end December),Thousands,Light goods vehicles,162.9,23.8,6.1,166.1,0,358.8
Scotland,2025 Q4 (end December),Thousands,Light goods vehicles,168,25.4,6,171.4,0,370.9
Scotland,1994 Q4 (end December),Thousands,Motorcycles,25.3,2.5,0.3,0.8,0,28.9
Scotland,1995 Q4 (end December),Thousands,Motorcycles,25.2,2.4,0.3,0.8,0,28.7
Scotland,1996 Q4 (end December),Thousands,Motorcycles,27.4,2.5,0.4,1,0,31.2
Scotland,1997 Q4 (end December),Thousands,Motorcycles,28.7,2.4,0.4,1.2,0,32.7
Scotland,1998 Q4 (end December),Thousands,Motorcycles,32,2.6,0.5,1.3,0,36.4
Scotland,1999 Q4 (end December),Thousands,Motorcycles,36.5,3,0.6,1.4,0,41.5
Scotland,2000 Q4 (end December),Thousands,Motorcycles,39.2,3.2,0.7,1.6,0,44.7
Scotland,2001 Q4 (end December),Thousands,Motorcycles,41.6,3.4,0.7,1.6,0,47.4
Scotland,2002 Q4 (end December),Thousands,Motorcycles,45.6,3.8,0.8,1.8,0,51.9
Scotland,2003 Q4 (end December),Thousands,Motorcycles,49,3.9,1,1.9,0,55.8
Scotland,2004 Q4 (end December),Thousands,Motorcycles,52.8,4.2,1.1,1.7,0,59.7
Scotland,2005 Q4 (end December),Thousands,Motorcycles,54.8,4.3,1.2,1.8,0,62.1
Scotland,2006 Q4 (end December),Thousands,Motorcycles,57.1,4.4,1.3,1.7,0,64.5
Scotland,2007 Q4 (end December),Thousands,Motorcycles,61,4.7,1.4,1.7,0,68.8
Scotland,2008 Q4 (end December),Thousands,Motorcycles,63.1,4.9,1.5,1.8,0,71.3
Scotland,2009 Q4 (end December),Thousands,Motorcycles,64.1,4.8,1.6,1.6,0,72.1
Scotland,2010 Q4 (end December),Thousands,Motorcycles,60.7,4.5,1.9,1.5,0,68.6
Scotland,2011 Q4 (end December),Thousands,Motorcycles,58.4,4.1,2.3,1.5,0,66.2
Scotland,2012 Q4 (end December),Thousands,Motorcycles,57.8,4,2.4,1.4,0,65.7
Scotland,2013 Q4 (end December),Thousands,Motorcycles,58.2,3.9,2.5,1.3,0,66
Scotland,2014 Q4 (end December),Thousands,Motorcycles,59,3.9,2.7,1.3,0,66.9
Scotland,2015 Q4 (end December),Thousands,Motorcycles,60,3.9,2.8,1.3,0,67.9
Scotland,2016 Q4 (end December),Thousands,Motorcycles,61.6,3.9,2.9,1.3,0,69.8
Scotland,2017 Q4 (end December),Thousands,Motorcycles,61.4,4,3.1,1.2,0,69.8
Scotland,2018 Q4 (end December),Thousands,Motorcycles,62.2,3.9,3.2,1.2,0,70.5
Scotland,2019 Q4 (end December),Thousands,Motorcycles,62.8,3.8,3.7,1.3,0,71.7
Scotland,2020 Q4 (end December),Thousands,Motorcycles,64.2,3.9,4,1.2,0,73.4
Scotland,2021 Q4 (end December),Thousands,Motorcycles,66.6,4.1,4.3,1.2,0,76.2
Scotland,2022 Q4 (end December),Thousands,Motorcycles,67.5,4.1,4.6,1.3,0,77.5
Scotland,2023 Q4 (end December),Thousands,Motorcycles,67.4,4.1,4.9,1.3,0,77.7
Scotland,2024 Q4 (end December),Thousands,Motorcycles,67.7,4.2,5.1,1.3,0,78.4
Scotland,2025 Q4 (end December),Thousands,Motorcycles,69,4.3,5,1.2,0,79.5
Scotland,1994 Q4 (end December),Thousands,Other vehicles,22.7,1,1.4,40.1,0,65.2
Scotland,1995 Q4 (end December),Thousands,Other vehicles,21.7,0.9,1.3,39.5,0,63.5
Scotland,1996 Q4 (end December),Thousands,Other vehicles,21.5,1,1.3,38.8,0,62.7
Scotland,1997 Q4 (end December),Thousands,Other vehicles,21.2,1,1.4,39.1,0,62.6
Scotland,1998 Q4 (end December),Thousands,Other vehicles,21.2,1,1.4,38,0,61.6
Scotland,1999 Q4 (end December),Thousands,Other vehicles,20.8,1,1.4,36.5,0,59.7
Scotland,2000 Q4 (end December),Thousands,Other vehicles,20.3,1,1.4,36.7,0,59.4
Scotland,2001 Q4 (end December),Thousands,Other vehicles,19.9,1,1.3,36.1,0,58.3
Scotland,2002 Q4 (end December),Thousands,Other vehicles,20.2,1,1.3,36.8,0,59.3
Scotland,2003 Q4 (end December),Thousands,Other vehicles,20.6,1,1.4,37.8,0,60.7
Scotland,2004 Q4 (end December),Thousands,Other vehicles,21.5,1,1.6,39.5,0,63.7
Scotland,2005 Q4 (end December),Thousands,Other vehicles,21.8,1,1.6,40.7,0,65.2
Scotland,2006 Q4 (end December),Thousands,Other vehicles,21.9,1.1,1.6,41.2,0,65.8
Scotland,2007 Q4 (end December),Thousands,Other vehicles,22.3,1.2,1.6,42.3,0,67.4
Scotland,2008 Q4 (end December),Thousands,Other vehicles,22.6,1.3,1.6,40.7,0,66.2
Scotland,2009 Q4 (end December),Thousands,Other vehicles,23,1.5,1.5,41.7,0,67.7
Scotland,2010 Q4 (end December),Thousands,Other vehicles,23.2,1.5,1.6,42.4,0,68.7
Scotland,2011 Q4 (end December),Thousands,Other vehicles,23.7,1.6,1.7,44.2,0,71.2
Scotland,2012 Q4 (end December),Thousands,Other vehicles,24.2,1.7,1.7,46.2,0,73.8
Scotland,2013 Q4 (end December),Thousands,Other vehicles,24.7,1.8,1.8,47.5,0,75.7
Scotland,2014 Q4 (end December),Thousands,Other vehicles,25.1,1.9,1.8,48.2,0,77
Scotland,2015 Q4 (end December),Thousands,Other vehicles,25.5,2.1,1.8,49.4,0,78.8
Scotland,2016 Q4 (end December),Thousands,Other vehicles,26.1,2.1,1.8,50.4,0,80.4
Scotland,2017 Q4 (end December),Thousands,Other vehicles,26.9,2.3,1.8,52,0,83
Scotland,2018 Q4 (end December),Thousands,Other vehicles,27.1,2.4,1.8,54.1,0,85.4
Scotland,2019 Q4 (end December),Thousands,Other vehicles,27.3,2.5,1.8,54.5,0,86.1
Scotland,2020 Q4 (end December),Thousands,Other vehicles,27.5,2.6,1.8,54.2,0,86.1
Scotland,2021 Q4 (end December),Thousands,Other vehicles,28.1,2.7,1.8,56,0,88.5
Scotland,2022 Q4 (end December),Thousands,Other vehicles,28.2,2.8,1.8,56.8,0,89.7
Scotland,2023 Q4 (end December),Thousands,Other vehicles,28.1,2.9,1.8,57.5,0,90.4
Scotland,2024 Q4 (end December),Thousands,Other vehicles,28.3,3,1.8,58.4,0,91.4
Scotland,2025 Q4 (end December),Thousands,Other vehicles,28.1,3.1,1.7,59.6,0,92.6
Scotland,1994 Q4 (end December),Thousands,Total,"1,106.00",430,44.7,301.2,[low],"1,881.90"
Scotland,1995 Q4 (end December),Thousands,Total,"1,105.20",446.1,47.3,299.6,[low],"1,898.20"
Scotland,1996 Q4 (end December),Thousands,Total,"1,136.40",475.7,52.2,308.8,[low],"1,973.10"
Scotland,1997 Q4 (end December),Thousands,Total,"1,156.30",501.1,55.8,315.1,[low],"2,028.30"
Scotland,1998 Q4 (end December),Thousands,Total,"1,175.40",523.2,58.9,320.4,[low],"2,077.90"
Scotland,1999 Q4 (end December),Thousands,Total,"1,203.30",547.4,62.6,322.5,0,"2,135.80"
Scotland,2000 Q4 (end December),Thousands,Total,"1,218.10",570.3,66.4,338.8,0,"2,193.50"
Scotland,2001 Q4 (end December),Thousands,Total,"1,250.90",600.9,71.1,339.9,0,"2,262.80"
Scotland,2002 Q4 (end December),Thousands,Total,"1,285.90",632.5,77.7,334.2,0,"2,330.40"
Scotland,2003 Q4 (end December),Thousands,Total,"1,309.70",657.8,86.1,329.6,0,"2,383.10"
Scotland,2004 Q4 (end December),Thousands,Total,"1,339.40",677.1,92.3,339.9,0,"2,448.60"
Scotland,2005 Q4 (end December),Thousands,Total,"1,364.40",700.6,97.2,369.8,0,"2,531.90"
Scotland,2006 Q4 (end December),Thousands,Total,"1,371.40",716.2,101,375.7,0,"2,564.30"
Scotland,2007 Q4 (end December),Thousands,Total,"1,397.30",737.5,104.3,387.9,0,"2,627.00"
Scotland,2008 Q4 (end December),Thousands,Total,"1,415.10",755.6,106,388.6,0,"2,665.20"
Scotland,2009 Q4 (end December),Thousands,Total,"1,423.40",768.4,107.9,386,0,"2,685.70"
Scotland,2010 Q4 (end December),Thousands,Total,"1,414.00",776.9,112.5,381.3,0,"2,684.70"
Scotland,2011 Q4 (end December),Thousands,Total,"1,410.20",785.3,116.3,379.2,0,"2,690.90"
Scotland,2012 Q4 (end December),Thousands,Total,"1,417.90",797.3,118.2,383.6,0,"2,717.10"
Scotland,2013 Q4 (end December),Thousands,Total,"1,436.90",812.7,119.9,389.7,0,"2,759.20"
Scotland,2014 Q4 (end December),Thousands,Total,"1,456.20",828.3,124,400.3,0,"2,808.80"
Scotland,2015 Q4 (end December),Thousands,Total,"1,474.90",843.8,128.1,402.9,0,"2,849.70"
Scotland,2016 Q4 (end December),Thousands,Total,"1,508.70",867.9,131,411.2,0,"2,918.90"
Scotland,2017 Q4 (end December),Thousands,Total,"1,529.30",888.2,132.3,411.8,0,"2,961.60"
Scotland,2018 Q4 (end December),Thousands,Total,"1,543.30",904.5,132.2,410.8,0,"2,990.70"
Scotland,2019 Q4 (end December),Thousands,Total,"1,567.50",924.3,132.6,416.4,0,"3,040.80"
Scotland,2020 Q4 (end December),Thousands,Total,"1,572.10",932.8,130.3,407.2,0,"3,042.30"
Scotland,2021 Q4 (end December),Thousands,Total,"1,576.10",940.4,129.4,417.7,0,"3,063.60"
Scotland,2022 Q4 (end December),Thousands,Total,"1,582.30",949.4,130,431.3,0,"3,093.10"
Scotland,2023 Q4 (end December),Thousands,Total,"1,592.00",962,131.1,447.1,0,"3,132.20"
Scotland,2024 Q4 (end December),Thousands,Total,"1,605.60",974.8,130.9,462.6,0,"3,173.80"
Scotland,2025 Q4 (end December),Thousands,Total,"1,619.40",987.5,130.8,476.7,0,"3,214.40"
Wales,1994 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.1,5.8,0,8.4
Wales,1995 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.1,5.7,0,8.2
Wales,1996 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.1,5.8,0,8.5
Wales,1997 Q4 (end December),Thousands,Buses and coaches,2.3,0.3,0.1,6,0,8.8
Wales,1998 Q4 (end December),Thousands,Buses and coaches,2.3,0.3,0.1,6.2,0,9
Wales,1999 Q4 (end December),Thousands,Buses and coaches,2.3,0.3,0.1,6.6,0,9.4
Wales,2000 Q4 (end December),Thousands,Buses and coaches,2.3,0.3,0.1,7,0,9.8
Wales,2001 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.1,7.1,0,9.8
Wales,2002 Q4 (end December),Thousands,Buses and coaches,2.2,0.4,0.1,7.1,0,9.8
Wales,2003 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.1,7.3,0,10
Wales,2004 Q4 (end December),Thousands,Buses and coaches,2.4,0.3,0.1,7.4,0,10.3
Wales,2005 Q4 (end December),Thousands,Buses and coaches,2.3,0.3,0.1,7.8,0,10.6
Wales,2006 Q4 (end December),Thousands,Buses and coaches,2.3,0.4,0.2,7.8,0,10.6
Wales,2007 Q4 (end December),Thousands,Buses and coaches,2.4,0.3,0.2,7.8,0,10.6
Wales,2008 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.2,7.9,0,10.6
Wales,2009 Q4 (end December),Thousands,Buses and coaches,2.2,0.3,0.2,7.9,0,10.6
Wales,2010 Q4 (end December),Thousands,Buses and coaches,2.1,0.3,0.2,7.8,0,10.5
Wales,2011 Q4 (end December),Thousands,Buses and coaches,2,0.3,0.2,7.8,0,10.3
Wales,2012 Q4 (end December),Thousands,Buses and coaches,2,0.3,0.2,7.4,0,9.9
Wales,2013 Q4 (end December),Thousands,Buses and coaches,2,0.3,0.2,7.4,0,9.8
Wales,2014 Q4 (end December),Thousands,Buses and coaches,1.9,0.3,0.2,7.2,0,9.6
Wales,2015 Q4 (end December),Thousands,Buses and coaches,1.9,0.3,0.2,7.2,0,9.5
Wales,2016 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.2,6.9,0,9.2
Wales,2017 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.2,7,0,9.2
Wales,2018 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.1,6.9,0,9.1
Wales,2019 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.1,6.9,0,9.1
Wales,2020 Q4 (end December),Thousands,Buses and coaches,1.7,0.3,0.1,6,0,8.1
Wales,2021 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.1,6.4,0,8.7
Wales,2022 Q4 (end December),Thousands,Buses and coaches,1.8,0.3,0.1,6.5,0,8.7
Wales,2023 Q4 (end December),Thousands,Buses and coaches,1.7,0.3,0.1,6.4,0,8.5
Wales,2024 Q4 (end December),Thousands,Buses and coaches,1.6,0.3,0.1,6.4,0,8.4
Wales,2025 Q4 (end December),Thousands,Buses and coaches,1.5,0.3,0.1,6.5,0,8.3
Wales,1994 Q4 (end December),Thousands,Cars,642,277.5,25.6,61.3,0,"1,006.40"
Wales,1995 Q4 (end December),Thousands,Cars,639.2,286.9,27.3,64,[low],"1,017.40"
Wales,1996 Q4 (end December),Thousands,Cars,661.9,307.8,30.4,67.3,[low],"1,067.30"
Wales,1997 Q4 (end December),Thousands,Cars,673,323.5,32.6,71.7,[low],"1,100.70"
Wales,1998 Q4 (end December),Thousands,Cars,683.2,337.8,34.3,76.2,[low],"1,131.40"
Wales,1999 Q4 (end December),Thousands,Cars,699.7,354.4,36.9,78.2,0,"1,169.30"
Wales,2000 Q4 (end December),Thousands,Cars,705.6,368.1,39.4,56.7,0,"1,169.80"
Wales,2001 Q4 (end December),Thousands,Cars,727.3,389.6,43.2,57,0,"1,217.00"
Wales,2002 Q4 (end December),Thousands,Cars,753.5,412.3,47.8,55.8,0,"1,269.40"
Wales,2003 Q4 (end December),Thousands,Cars,768.5,429.4,54.1,53.2,0,"1,305.20"
Wales,2004 Q4 (end December),Thousands,Cars,782.8,443.7,58.4,72.1,0,"1,357.00"
Wales,2005 Q4 (end December),Thousands,Cars,789.5,458.3,60.6,83.7,0,"1,392.10"
Wales,2006 Q4 (end December),Thousands,Cars,784.4,468.6,63.1,83.9,0,"1,400.00"
Wales,2007 Q4 (end December),Thousands,Cars,788.5,481.8,65.1,84.8,0,"1,420.20"
Wales,2008 Q4 (end December),Thousands,Cars,785.2,491.7,65.8,86.2,0,"1,429.00"
Wales,2009 Q4 (end December),Thousands,Cars,781.7,499.3,66.2,82.7,0,"1,430.00"
Wales,2010 Q4 (end December),Thousands,Cars,774.5,506.1,68.5,84.3,0,"1,433.30"
Wales,2011 Q4 (end December),Thousands,Cars,769.5,512,70.1,86,0,"1,437.60"
Wales,2012 Q4 (end December),Thousands,Cars,770.2,520.4,70,86.9,0,"1,447.40"
Wales,2013 Q4 (end December),Thousands,Cars,774.6,527.5,70.1,88.1,0,"1,460.20"
Wales,2014 Q4 (end December),Thousands,Cars,780.3,537.5,71.1,88.6,0,"1,477.50"
Wales,2015 Q4 (end December),Thousands,Cars,788.6,546.9,72.8,88.1,0,"1,496.40"
Wales,2016 Q4 (end December),Thousands,Cars,803.4,562.8,74.2,86.6,0,"1,527.10"
Wales,2017 Q4 (end December),Thousands,Cars,809.6,573.5,74.3,84.7,0,"1,542.10"
Wales,2018 Q4 (end December),Thousands,Cars,816.3,584.7,73.7,85,0,"1,559.80"
Wales,2019 Q4 (end December),Thousands,Cars,825.9,596.9,73.3,87.4,0,"1,583.50"
Wales,2020 Q4 (end December),Thousands,Cars,823,603,70.1,83.1,0,"1,579.20"
Wales,2021 Q4 (end December),Thousands,Cars,825.7,610.6,68.2,83.6,0,"1,588.10"
Wales,2022 Q4 (end December),Thousands,Cars,829.6,618.1,67.3,86.4,0,"1,601.40"
Wales,2023 Q4 (end December),Thousands,Cars,834.5,626.1,66.9,91.5,0,"1,619.00"
Wales,2024 Q4 (end December),Thousands,Cars,840.5,634.9,65.9,97.4,0,"1,638.70"
Wales,2025 Q4 (end December),Thousands,Cars,848.4,644.9,65.4,101.2,0,"1,659.90"
Wales,1994 Q4 (end December),Thousands,Heavy goods vehicles,4.9,0.4,0.2,12.9,0,18.4
Wales,1995 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.4,0.2,13.2,0,18.6
Wales,1996 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.4,0.2,13.4,[low],18.7
Wales,1997 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.5,0.2,13.4,0,18.8
Wales,1998 Q4 (end December),Thousands,Heavy goods vehicles,4.6,0.5,0.2,13.1,0,18.4
Wales,1999 Q4 (end December),Thousands,Heavy goods vehicles,4.6,0.5,0.3,13.5,0,18.9
Wales,2000 Q4 (end December),Thousands,Heavy goods vehicles,4.4,0.5,0.3,13.9,0,19.2
Wales,2001 Q4 (end December),Thousands,Heavy goods vehicles,4.3,0.5,0.3,14.5,0,19.6
Wales,2002 Q4 (end December),Thousands,Heavy goods vehicles,4.4,0.6,0.3,15.1,0,20.4
Wales,2003 Q4 (end December),Thousands,Heavy goods vehicles,4.4,0.7,0.4,15.6,0,20.9
Wales,2004 Q4 (end December),Thousands,Heavy goods vehicles,4.7,0.8,0.4,15.8,0,21.7
Wales,2005 Q4 (end December),Thousands,Heavy goods vehicles,4.9,0.8,0.4,15.9,0,22
Wales,2006 Q4 (end December),Thousands,Heavy goods vehicles,4.9,0.9,0.4,16.2,0,22.4
Wales,2007 Q4 (end December),Thousands,Heavy goods vehicles,5.1,0.9,0.4,16.3,0,22.8
Wales,2008 Q4 (end December),Thousands,Heavy goods vehicles,5,0.9,0.4,15.7,0,22.1
Wales,2009 Q4 (end December),Thousands,Heavy goods vehicles,5,1,0.4,15.4,0,21.8
Wales,2010 Q4 (end December),Thousands,Heavy goods vehicles,4.9,1,0.4,15,0,21.2
Wales,2011 Q4 (end December),Thousands,Heavy goods vehicles,4.9,1,0.4,14.7,0,20.9
Wales,2012 Q4 (end December),Thousands,Heavy goods vehicles,4.9,1,0.4,14.4,0,20.8
Wales,2013 Q4 (end December),Thousands,Heavy goods vehicles,4.8,1.1,0.4,14.7,0,21
Wales,2014 Q4 (end December),Thousands,Heavy goods vehicles,4.8,1.1,0.4,14.8,0,21.1
Wales,2015 Q4 (end December),Thousands,Heavy goods vehicles,4.8,1.2,0.4,14.8,0,21.3
Wales,2016 Q4 (end December),Thousands,Heavy goods vehicles,4.9,1.2,0.4,15.1,0,21.6
Wales,2017 Q4 (end December),Thousands,Heavy goods vehicles,4.9,1.3,0.4,15.4,0,22
Wales,2018 Q4 (end December),Thousands,Heavy goods vehicles,5,1.3,0.4,15.6,0,22.2
Wales,2019 Q4 (end December),Thousands,Heavy goods vehicles,5,1.3,0.4,15.8,0,22.5
Wales,2020 Q4 (end December),Thousands,Heavy goods vehicles,4.6,1.2,0.4,15.5,0,21.7
Wales,2021 Q4 (end December),Thousands,Heavy goods vehicles,5,1.3,0.4,16.4,0,23
