Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
Scotland,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,140.8,161,123.3,38,129.7
Scotland,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,138.6,163.3,121.4,37.7,122
Scotland,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,138.9,159.3,123.9,37,116
Scotland,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,139.5,162,122.3,36.7,121.2
Scotland,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,138.4,162.6,125.7,34.9,123.3
Scotland,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,137.9,156.2,124,35.3,119.7
Scotland,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,139.7,165.7,125.5,31.9,112.1
Scotland,Quarterly,2023 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,139.3,167.7,123.4,32.3,117.9
Scotland,Quarterly,2023 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,139,163.4,125.7,32.2,119.2
Scotland,Quarterly,2023 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,138.5,159.8,125.3,29.7,117.2
Scotland,Quarterly,2023 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,138.2,169,123.6,30.6,118.3
Scotland,Quarterly,2024 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,140.4,166.3,124.5,34.5,119.5
Scotland,Quarterly,2024 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,140.5,171.9,123.8,31.5,116
Scotland,Quarterly,2024 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,138.2,169.9,126.5,29.7,115.6
Scotland,Quarterly,2024 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,139.3,173,128.7,22.9,106.1
Scotland,Quarterly,2025 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,137.4,177,125.5,23.2,109.7
Scotland,Quarterly,2025 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,138,173.6,126.9,21.9,107.5
Scotland,Quarterly,2025 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,137.4,170.7,126.2,23.8,104.6
Scotland,Quarterly,2025 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,141.2,174.1,123.4,25.7,102.1
Scotland,Quarterly,2026 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,141.5,180.7,122.3,29.7,103.4
Scotland,Monthly,Jan-03,Grams per kilometre,Cars,Reported,NEDC figure,173.7,164.1,[u],[u],170.9
Scotland,Monthly,Feb-03,Grams per kilometre,Cars,Reported,NEDC figure,168.8,161.5,[u],[u],166.9
Scotland,Monthly,Mar-03,Grams per kilometre,Cars,Reported,NEDC figure,171.9,162.5,[u],[u],169.5
Scotland,Monthly,Apr-03,Grams per kilometre,Cars,Reported,NEDC figure,169.9,161.3,[u],[u],167.8
Scotland,Monthly,May-03,Grams per kilometre,Cars,Reported,NEDC figure,169.4,161.3,[u],[u],167.4
Scotland,Monthly,Jun-03,Grams per kilometre,Cars,Reported,NEDC figure,172.5,162.7,[u],[u],169.9
Scotland,Monthly,Jul-03,Grams per kilometre,Cars,Reported,NEDC figure,169.4,161.9,[u],[u],167.5
Scotland,Monthly,Aug-03,Grams per kilometre,Cars,Reported,NEDC figure,168.4,164,[u],[u],167.3
Scotland,Monthly,Sep-03,Grams per kilometre,Cars,Reported,NEDC figure,170.6,164.4,[u],[u],168.9
Scotland,Monthly,Oct-03,Grams per kilometre,Cars,Reported,NEDC figure,170.1,158.7,[u],[u],166.6
Scotland,Monthly,Nov-03,Grams per kilometre,Cars,Reported,NEDC figure,171.9,160.7,[u],[u],168.2
Scotland,Monthly,Dec-03,Grams per kilometre,Cars,Reported,NEDC figure,175,164.1,[u],[u],171.6
Scotland,Monthly,Jan-04,Grams per kilometre,Cars,Reported,NEDC figure,171.3,161.5,[u],[u],168.2
Scotland,Monthly,Feb-04,Grams per kilometre,Cars,Reported,NEDC figure,168.2,162,[u],[u],166.5
Scotland,Monthly,Mar-04,Grams per kilometre,Cars,Reported,NEDC figure,168,163.5,[u],[u],166.7
Scotland,Monthly,Apr-04,Grams per kilometre,Cars,Reported,NEDC figure,170.9,158.7,[u],[u],167.1
Scotland,Monthly,May-04,Grams per kilometre,Cars,Reported,NEDC figure,172.7,161.6,[u],[u],169.2
Scotland,Monthly,Jun-04,Grams per kilometre,Cars,Reported,NEDC figure,171.4,160.9,[u],[u],168.1
Scotland,Monthly,Jul-04,Grams per kilometre,Cars,Reported,NEDC figure,170.6,163.7,[u],[u],168.4
Scotland,Monthly,Aug-04,Grams per kilometre,Cars,Reported,NEDC figure,170.2,163.7,[u],[u],168.3
Scotland,Monthly,Sep-04,Grams per kilometre,Cars,Reported,NEDC figure,166.5,160.8,[u],[u],164.8
Scotland,Monthly,Oct-04,Grams per kilometre,Cars,Reported,NEDC figure,168.5,158.6,[u],[u],165.1
Scotland,Monthly,Nov-04,Grams per kilometre,Cars,Reported,NEDC figure,168.9,159.5,[u],[u],165.6
Scotland,Monthly,Dec-04,Grams per kilometre,Cars,Reported,NEDC figure,171.2,163.5,[u],[u],168.5
Scotland,Monthly,Jan-05,Grams per kilometre,Cars,Reported,NEDC figure,167.8,159.9,[u],[u],165
Scotland,Monthly,Feb-05,Grams per kilometre,Cars,Reported,NEDC figure,164.8,158,[u],[u],162.4
Scotland,Monthly,Mar-05,Grams per kilometre,Cars,Reported,NEDC figure,165.5,161,[u],[u],164.2
Scotland,Monthly,Apr-05,Grams per kilometre,Cars,Reported,NEDC figure,167.9,159.8,[u],[u],165
Scotland,Monthly,May-05,Grams per kilometre,Cars,Reported,NEDC figure,170.6,162.9,[u],[u],167.8
Scotland,Monthly,Jun-05,Grams per kilometre,Cars,Reported,NEDC figure,167.4,163.6,[u],[u],166.2
Scotland,Monthly,Jul-05,Grams per kilometre,Cars,Reported,NEDC figure,166.9,162.1,[u],[u],165.3
Scotland,Monthly,Aug-05,Grams per kilometre,Cars,Reported,NEDC figure,168.2,164.9,[u],[u],167.1
Scotland,Monthly,Sep-05,Grams per kilometre,Cars,Reported,NEDC figure,165.6,165,[u],[u],165.3
Scotland,Monthly,Oct-05,Grams per kilometre,Cars,Reported,NEDC figure,168.7,163.4,[u],[u],166.8
Scotland,Monthly,Nov-05,Grams per kilometre,Cars,Reported,NEDC figure,168.8,163.1,[u],[u],166.7
Scotland,Monthly,Dec-05,Grams per kilometre,Cars,Reported,NEDC figure,168.7,167.1,[u],[u],168.1
Scotland,Monthly,Jan-06,Grams per kilometre,Cars,Reported,NEDC figure,169.4,165.6,[u],[u],167.9
Scotland,Monthly,Feb-06,Grams per kilometre,Cars,Reported,NEDC figure,165.2,160.5,[u],[u],163.5
Scotland,Monthly,Mar-06,Grams per kilometre,Cars,Reported,NEDC figure,164,164.9,[u],[u],164.2
Scotland,Monthly,Apr-06,Grams per kilometre,Cars,Reported,NEDC figure,165,164.2,[u],[u],164.8
Scotland,Monthly,May-06,Grams per kilometre,Cars,Reported,NEDC figure,165.6,164.2,[u],[u],165.1
Scotland,Monthly,Jun-06,Grams per kilometre,Cars,Reported,NEDC figure,164.6,165,[u],[u],164.7
Scotland,Monthly,Jul-06,Grams per kilometre,Cars,Reported,NEDC figure,164.5,162.2,[u],[u],163.6
Scotland,Monthly,Aug-06,Grams per kilometre,Cars,Reported,NEDC figure,164.8,161.5,[u],[u],163.7
Scotland,Monthly,Sep-06,Grams per kilometre,Cars,Reported,NEDC figure,161.5,165.2,[u],[u],162.6
Scotland,Monthly,Oct-06,Grams per kilometre,Cars,Reported,NEDC figure,164.9,165.8,[u],[u],165.1
Scotland,Monthly,Nov-06,Grams per kilometre,Cars,Reported,NEDC figure,165.5,163.9,[u],[u],164.8
Scotland,Monthly,Dec-06,Grams per kilometre,Cars,Reported,NEDC figure,165,166.2,[u],[u],165.4
Scotland,Monthly,Jan-07,Grams per kilometre,Cars,Reported,NEDC figure,165,163.5,[u],[u],164.3
Scotland,Monthly,Feb-07,Grams per kilometre,Cars,Reported,NEDC figure,164.7,159,[u],[u],162.7
Scotland,Monthly,Mar-07,Grams per kilometre,Cars,Reported,NEDC figure,161.4,164.3,[u],[u],162.3
Scotland,Monthly,Apr-07,Grams per kilometre,Cars,Reported,NEDC figure,164.2,160.3,[u],[u],162.7
Scotland,Monthly,May-07,Grams per kilometre,Cars,Reported,NEDC figure,164.3,162.1,[u],[u],163.3
Scotland,Monthly,Jun-07,Grams per kilometre,Cars,Reported,NEDC figure,163.3,162.7,[u],[u],163
Scotland,Monthly,Jul-07,Grams per kilometre,Cars,Reported,NEDC figure,163.6,160.8,[u],[u],162.4
Scotland,Monthly,Aug-07,Grams per kilometre,Cars,Reported,NEDC figure,164.1,161.3,[u],[u],163
Scotland,Monthly,Sep-07,Grams per kilometre,Cars,Reported,NEDC figure,159.7,164,[u],[u],161
Scotland,Monthly,Oct-07,Grams per kilometre,Cars,Reported,NEDC figure,162.6,160.4,[u],[u],161.8
Scotland,Monthly,Nov-07,Grams per kilometre,Cars,Reported,NEDC figure,161.3,161.1,[u],[u],161.1
Scotland,Monthly,Dec-07,Grams per kilometre,Cars,Reported,NEDC figure,161.4,162.2,[u],[u],161.5
Scotland,Monthly,Jan-08,Grams per kilometre,Cars,Reported,NEDC figure,161.2,160.9,[u],[u],161
Scotland,Monthly,Feb-08,Grams per kilometre,Cars,Reported,NEDC figure,160.7,153.5,[u],[u],158.1
Scotland,Monthly,Mar-08,Grams per kilometre,Cars,Reported,NEDC figure,157.1,160.3,[u],[u],158.1
Scotland,Monthly,Apr-08,Grams per kilometre,Cars,Reported,NEDC figure,159,156.4,[u],[u],157.9
Scotland,Monthly,May-08,Grams per kilometre,Cars,Reported,NEDC figure,158.7,156,[u],[u],157.5
Scotland,Monthly,Jun-08,Grams per kilometre,Cars,Reported,NEDC figure,156.9,153.9,[u],[u],155.7
Scotland,Monthly,Jul-08,Grams per kilometre,Cars,Reported,NEDC figure,157,152,[u],[u],154.9
Scotland,Monthly,Aug-08,Grams per kilometre,Cars,Reported,NEDC figure,156.1,148.3,[u],[u],152.9
Scotland,Monthly,Sep-08,Grams per kilometre,Cars,Reported,NEDC figure,154.9,153.8,[u],[u],154.4
Scotland,Monthly,Oct-08,Grams per kilometre,Cars,Reported,NEDC figure,154,149.9,[u],[u],152.3
Scotland,Monthly,Nov-08,Grams per kilometre,Cars,Reported,NEDC figure,154.5,148.4,[u],[u],152
Scotland,Monthly,Dec-08,Grams per kilometre,Cars,Reported,NEDC figure,154.2,155.6,[u],[u],154.6
Scotland,Monthly,Jan-09,Grams per kilometre,Cars,Reported,NEDC figure,152.9,152.6,[u],[u],152.7
Scotland,Monthly,Feb-09,Grams per kilometre,Cars,Reported,NEDC figure,153.3,150.4,[u],[u],152.1
Scotland,Monthly,Mar-09,Grams per kilometre,Cars,Reported,NEDC figure,150.7,155.1,[u],[u],152.3
Scotland,Monthly,Apr-09,Grams per kilometre,Cars,Reported,NEDC figure,153.4,151.8,[u],[u],152.7
Scotland,Monthly,May-09,Grams per kilometre,Cars,Reported,NEDC figure,149.7,151,[u],[u],150.1
Scotland,Monthly,Jun-09,Grams per kilometre,Cars,Reported,NEDC figure,146.2,150.3,[u],[u],147.6
Scotland,Monthly,Jul-09,Grams per kilometre,Cars,Reported,NEDC figure,148.2,146.4,[u],[u],147.3
Scotland,Monthly,Aug-09,Grams per kilometre,Cars,Reported,NEDC figure,144.4,143.9,[u],[u],143.9
Scotland,Monthly,Sep-09,Grams per kilometre,Cars,Reported,NEDC figure,145.9,147.9,[u],[u],146.4
Scotland,Monthly,Oct-09,Grams per kilometre,Cars,Reported,NEDC figure,146,147.7,[u],[u],146.4
Scotland,Monthly,Nov-09,Grams per kilometre,Cars,Reported,NEDC figure,146.5,148.1,[u],[u],147
Scotland,Monthly,Dec-09,Grams per kilometre,Cars,Reported,NEDC figure,145.5,148.8,[u],[u],146.7
Scotland,Monthly,Jan-10,Grams per kilometre,Cars,Reported,NEDC figure,143.7,145.7,101.4,[u],144.2
Scotland,Monthly,Feb-10,Grams per kilometre,Cars,Reported,NEDC figure,139.2,143.8,96.8,[u],140.6
Scotland,Monthly,Mar-10,Grams per kilometre,Cars,Reported,NEDC figure,142.8,149.3,105.7,[u],144.9
Scotland,Monthly,Apr-10,Grams per kilometre,Cars,Reported,NEDC figure,143.8,145,102,[u],144
Scotland,Monthly,May-10,Grams per kilometre,Cars,Reported,NEDC figure,144.8,144.7,102.7,[u],144.4
Scotland,Monthly,Jun-10,Grams per kilometre,Cars,Reported,NEDC figure,144.4,143.2,108,[u],143.5
Scotland,Monthly,Jul-10,Grams per kilometre,Cars,Reported,NEDC figure,144.4,143.5,110.7,[u],143.6
Scotland,Monthly,Aug-10,Grams per kilometre,Cars,Reported,NEDC figure,142.5,140.2,103.5,[u],141.2
Scotland,Monthly,Sep-10,Grams per kilometre,Cars,Reported,NEDC figure,140.7,145,108.7,[u],142.1
Scotland,Monthly,Oct-10,Grams per kilometre,Cars,Reported,NEDC figure,142.6,140.7,107,[u],141.5
Scotland,Monthly,Nov-10,Grams per kilometre,Cars,Reported,NEDC figure,141.8,142,114,[u],141.7
Scotland,Monthly,Dec-10,Grams per kilometre,Cars,Reported,NEDC figure,146,145.2,120.9,[u],145.4
Scotland,Monthly,Jan-11,Grams per kilometre,Cars,Reported,NEDC figure,140.6,144.4,108.5,[u],141.9
Scotland,Monthly,Feb-11,Grams per kilometre,Cars,Reported,NEDC figure,137.9,138.1,98.9,[u],137.4
Scotland,Monthly,Mar-11,Grams per kilometre,Cars,Reported,NEDC figure,138.8,142.3,105.6,[u],139.9
Scotland,Monthly,Apr-11,Grams per kilometre,Cars,Reported,NEDC figure,140,137.2,106.5,[u],138.1
Scotland,Monthly,May-11,Grams per kilometre,Cars,Reported,NEDC figure,139.5,138.6,107.1,[u],138.9
Scotland,Monthly,Jun-11,Grams per kilometre,Cars,Reported,NEDC figure,139.4,138,111.1,[u],138.6
Scotland,Monthly,Jul-11,Grams per kilometre,Cars,Reported,NEDC figure,136.7,137.3,100.6,[u],136.7
Scotland,Monthly,Aug-11,Grams per kilometre,Cars,Reported,NEDC figure,133.6,136.1,107,[u],134.3
Scotland,Monthly,Sep-11,Grams per kilometre,Cars,Reported,NEDC figure,136.1,137.8,110,[u],136.6
Scotland,Monthly,Oct-11,Grams per kilometre,Cars,Reported,NEDC figure,137.4,138.2,99.9,[u],137.6
Scotland,Monthly,Nov-11,Grams per kilometre,Cars,Reported,NEDC figure,136.7,138.1,111,[u],137.1
Scotland,Monthly,Dec-11,Grams per kilometre,Cars,Reported,NEDC figure,137.6,141.7,109.5,[u],139.2
Scotland,Monthly,Jan-12,Grams per kilometre,Cars,Reported,NEDC figure,135.8,137.2,105,[u],136.2
Scotland,Monthly,Feb-12,Grams per kilometre,Cars,Reported,NEDC figure,133.2,133.4,103.2,[u],133
Scotland,Monthly,Mar-12,Grams per kilometre,Cars,Reported,NEDC figure,134.7,135.5,104.8,[u],134.7
Scotland,Monthly,Apr-12,Grams per kilometre,Cars,Reported,NEDC figure,133.8,134.9,106.3,[u],133.8
Scotland,Monthly,May-12,Grams per kilometre,Cars,Reported,NEDC figure,132.7,134.1,104.9,[u],133
Scotland,Monthly,Jun-12,Grams per kilometre,Cars,Reported,NEDC figure,133.4,134.8,107.1,[u],133.8
Scotland,Monthly,Jul-12,Grams per kilometre,Cars,Reported,NEDC figure,131.5,132.6,98.4,[u],131.6
Scotland,Monthly,Aug-12,Grams per kilometre,Cars,Reported,NEDC figure,131.2,131.4,108.2,[u],131.2
Scotland,Monthly,Sep-12,Grams per kilometre,Cars,Reported,NEDC figure,131.2,133.6,100.6,[u],132
Scotland,Monthly,Oct-12,Grams per kilometre,Cars,Reported,NEDC figure,131.8,133.1,90.5,[u],132.1
Scotland,Monthly,Nov-12,Grams per kilometre,Cars,Reported,NEDC figure,131,134.3,101.3,[u],132.1
Scotland,Monthly,Dec-12,Grams per kilometre,Cars,Reported,NEDC figure,130.6,136.9,104.3,[u],133.2
Scotland,Monthly,Jan-13,Grams per kilometre,Cars,Reported,NEDC figure,128.2,134.2,101.1,[u],130.6
Scotland,Monthly,Feb-13,Grams per kilometre,Cars,Reported,NEDC figure,126.7,131,95.2,[u],128.1
Scotland,Monthly,Mar-13,Grams per kilometre,Cars,Reported,NEDC figure,128,132.6,99.7,[u],129.7
Scotland,Monthly,Apr-13,Grams per kilometre,Cars,Reported,NEDC figure,129.8,129.2,98.6,[u],129.3
Scotland,Monthly,May-13,Grams per kilometre,Cars,Reported,NEDC figure,129.5,129.2,100.8,[u],128.9
Scotland,Monthly,Jun-13,Grams per kilometre,Cars,Reported,NEDC figure,128.4,128.4,92.9,[u],128
Scotland,Monthly,Jul-13,Grams per kilometre,Cars,Reported,NEDC figure,129.4,127.5,99,[u],128.1
Scotland,Monthly,Aug-13,Grams per kilometre,Cars,Reported,NEDC figure,127.6,126.5,94.5,[u],126.9
Scotland,Monthly,Sep-13,Grams per kilometre,Cars,Reported,NEDC figure,126.7,127.3,99.5,[u],126.7
Scotland,Monthly,Oct-13,Grams per kilometre,Cars,Reported,NEDC figure,128.7,128.1,95.4,[u],128
Scotland,Monthly,Nov-13,Grams per kilometre,Cars,Reported,NEDC figure,127.8,127.4,94.7,[u],127.3
Scotland,Monthly,Dec-13,Grams per kilometre,Cars,Reported,NEDC figure,130.4,129,101.1,[u],129.3
Scotland,Monthly,Jan-14,Grams per kilometre,Cars,Reported,NEDC figure,126.1,128.9,94.5,[u],126.9
Scotland,Monthly,Feb-14,Grams per kilometre,Cars,Reported,NEDC figure,124.4,124.8,89.7,[u],124.1
Scotland,Monthly,Mar-14,Grams per kilometre,Cars,Reported,NEDC figure,126.4,126.5,95.9,[u],125.9
Scotland,Monthly,Apr-14,Grams per kilometre,Cars,Reported,NEDC figure,126.4,125.2,94.2,[u],125.2
Scotland,Monthly,May-14,Grams per kilometre,Cars,Reported,NEDC figure,126.6,123.9,94.9,[u],124.9
Scotland,Monthly,Jun-14,Grams per kilometre,Cars,Reported,NEDC figure,126.6,123.9,96.9,[u],124.7
Scotland,Monthly,Jul-14,Grams per kilometre,Cars,Reported,NEDC figure,126,123.3,95.2,[u],123.8
Scotland,Monthly,Aug-14,Grams per kilometre,Cars,Reported,NEDC figure,124.3,120.7,88.7,[u],122.2
Scotland,Monthly,Sep-14,Grams per kilometre,Cars,Reported,NEDC figure,124.8,123.1,97.6,[u],123.5
Scotland,Monthly,Oct-14,Grams per kilometre,Cars,Reported,NEDC figure,125.9,121.1,93.6,[u],122.8
Scotland,Monthly,Nov-14,Grams per kilometre,Cars,Reported,NEDC figure,125.1,121.3,97.2,[u],122.5
Scotland,Monthly,Dec-14,Grams per kilometre,Cars,Reported,NEDC figure,127.9,121.8,101.4,[u],123.7
Scotland,Monthly,Jan-15,Grams per kilometre,Cars,Reported,NEDC figure,123.7,124.1,97.5,45.4,123.1
Scotland,Monthly,Feb-15,Grams per kilometre,Cars,Reported,NEDC figure,123.6,120.4,89.2,44,121.5
Scotland,Monthly,Mar-15,Grams per kilometre,Cars,Reported,NEDC figure,123.3,124.1,99,45.4,122.8
Scotland,Monthly,Apr-15,Grams per kilometre,Cars,Reported,NEDC figure,123.5,122.7,91.2,45.7,122.1
Scotland,Monthly,May-15,Grams per kilometre,Cars,Reported,NEDC figure,125.1,123,96.9,45.6,123.4
Scotland,Monthly,Jun-15,Grams per kilometre,Cars,Reported,NEDC figure,122.8,119.5,91.5,43.3,120
Scotland,Monthly,Jul-15,Grams per kilometre,Cars,Reported,NEDC figure,123.9,121.1,92.9,45.4,121.8
Scotland,Monthly,Aug-15,Grams per kilometre,Cars,Reported,NEDC figure,123.1,121.1,85.1,46.3,121.7
Scotland,Monthly,Sep-15,Grams per kilometre,Cars,Reported,NEDC figure,121,118.8,94.8,44.6,119.4
Scotland,Monthly,Oct-15,Grams per kilometre,Cars,Reported,NEDC figure,125,120.5,92.6,45.4,121.9
Scotland,Monthly,Nov-15,Grams per kilometre,Cars,Reported,NEDC figure,124.6,117.7,93,46.2,120
Scotland,Monthly,Dec-15,Grams per kilometre,Cars,Reported,NEDC figure,124.8,119.3,98.6,45.8,120.6
Scotland,Monthly,Jan-16,Grams per kilometre,Cars,Reported,NEDC figure,124.3,119.6,98,44.4,121
Scotland,Monthly,Feb-16,Grams per kilometre,Cars,Reported,NEDC figure,122.2,118.1,96.2,42.9,119.9
Scotland,Monthly,Mar-16,Grams per kilometre,Cars,Reported,NEDC figure,121.9,118.8,96,47.3,119.5
Scotland,Monthly,Apr-16,Grams per kilometre,Cars,Reported,NEDC figure,124.4,120,95.7,47.7,121.4
Scotland,Monthly,May-16,Grams per kilometre,Cars,Reported,NEDC figure,122.8,117.3,92.9,47.7,119.6
Scotland,Monthly,Jun-16,Grams per kilometre,Cars,Reported,NEDC figure,123.1,117.6,91.4,48.4,119.9
Scotland,Monthly,Jul-16,Grams per kilometre,Cars,Reported,NEDC figure,123.5,118.8,93.7,48,120.5
Scotland,Monthly,Aug-16,Grams per kilometre,Cars,Reported,NEDC figure,122.1,117.8,96,48.7,119.7
Scotland,Monthly,Sep-16,Grams per kilometre,Cars,Reported,NEDC figure,121.5,118.3,96.7,46.5,119.1
Scotland,Monthly,Oct-16,Grams per kilometre,Cars,Reported,NEDC figure,125.7,119,90,47.3,121.7
Scotland,Monthly,Nov-16,Grams per kilometre,Cars,Reported,NEDC figure,122.4,118.4,91.2,47.5,119.7
Scotland,Monthly,Dec-16,Grams per kilometre,Cars,Reported,NEDC figure,123.8,120.2,98.2,53.1,120.9
Scotland,Monthly,Jan-17,Grams per kilometre,Cars,Reported,NEDC figure,123.6,118.5,92.3,47.8,119.6
Scotland,Monthly,Feb-17,Grams per kilometre,Cars,Reported,NEDC figure,121.4,120,90.3,47.5,119.2
Scotland,Monthly,Mar-17,Grams per kilometre,Cars,Reported,NEDC figure,121.9,119.4,93.5,47.6,119.5
Scotland,Monthly,Apr-17,Grams per kilometre,Cars,Reported,NEDC figure,125.4,121,93.7,48.3,122.3
Scotland,Monthly,May-17,Grams per kilometre,Cars,Reported,NEDC figure,124.8,119,91.2,47.9,120.4
Scotland,Monthly,Jun-17,Grams per kilometre,Cars,Reported,NEDC figure,123.1,118.2,91.8,46.7,119.1
Scotland,Monthly,Jul-17,Grams per kilometre,Cars,Reported,NEDC figure,124.8,122,90.2,44.8,121.3
Scotland,Monthly,Aug-17,Grams per kilometre,Cars,Reported,NEDC figure,123.4,121.3,91.2,46.1,120.5
Scotland,Monthly,Sep-17,Grams per kilometre,Cars,Reported,NEDC figure,121.8,120.9,90.8,45.6,119.7
Scotland,Monthly,Oct-17,Grams per kilometre,Cars,Reported,NEDC figure,122.8,121.2,87.8,45.3,120.5
Scotland,Monthly,Nov-17,Grams per kilometre,Cars,Reported,NEDC figure,124.8,123.1,92,44.3,121.8
Scotland,Monthly,Dec-17,Grams per kilometre,Cars,Reported,NEDC figure,124.8,123.9,95.7,47,122.2
Scotland,Monthly,Jan-18,Grams per kilometre,Cars,Reported,NEDC figure,123.5,126.4,92.3,44,122.1
Scotland,Monthly,Feb-18,Grams per kilometre,Cars,Reported,NEDC figure,122.9,125.9,90.3,41.1,122.1
Scotland,Monthly,Mar-18,Grams per kilometre,Cars,Reported,NEDC figure,122.2,126,93.9,42.6,121.2
Scotland,Monthly,Apr-18,Grams per kilometre,Cars,Reported,NEDC figure,125.7,128,91.1,44.4,123.7
Scotland,Monthly,May-18,Grams per kilometre,Cars,Reported,NEDC figure,124.5,124.7,93.2,47.3,121.9
Scotland,Monthly,Jun-18,Grams per kilometre,Cars,Reported,NEDC figure,125.6,128,94.4,46.1,123.3
Scotland,Monthly,Jul-18,Grams per kilometre,Cars,Reported,NEDC figure,125.5,124.9,94.3,46.9,122.1
Scotland,Monthly,Aug-18,Grams per kilometre,Cars,Reported,NEDC figure,125.5,126.3,94.8,44,122.1
Scotland,Monthly,Sep-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,128.1,132.5,96.9,47.6,126.9
Scotland,Monthly,Oct-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,127.7,132.3,96.9,47.3,126
Scotland,Monthly,Nov-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,129.5,131.5,94.2,46.1,126.9
Scotland,Monthly,Dec-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,127.6,132.8,93.7,50.8,124.8
Scotland,Monthly,Jan-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,128.3,134.1,93.4,44.9,126.4
Scotland,Monthly,Feb-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,128.5,135.6,94.8,46.5,126.8
