Geography,Date Interval,Date,Units,0 grams per kilometre,1 to 50 grams per kilometre,51 to 75 grams per kilometre,76 to 90 grams per kilometre,91 to 100 grams per kilometre,101 to 110 grams per kilometre,111 to 130 grams per kilometre,131 to 150 grams per kilometre,151 to 170 grams per kilometre,171 to 190 grams per kilometre,191 to 225 grams per kilometre,226 to 255 grams per kilometre,Over 255 grams per kilometre,Unknown,Total,Average reported emissions
England,Annual,2001,Thousands,0.1,[low],[low],0.2,[low],[low],30.8,369.4,463.6,334.3,255.9,126,87.1,615.2,"2,282.50",179.4
England,Annual,2002,Thousands,0.1,[low],[low],0.1,[low],3.9,62.2,533.3,614.5,421.4,310.8,148.7,88.2,176.6,"2,359.60",175.6
England,Annual,2003,Thousands,[low],[low],0,[low],[low],5.3,95.5,632.6,590.5,389.6,313,126.3,95.1,76.7,"2,324.70",173.2
England,Annual,2004,Thousands,0.1,[low],0,[low],[low],7,132.3,606.4,596.4,363.8,288.3,115.1,99.5,68.5,"2,277.50",171.9
England,Annual,2005,Thousands,0.2,[low],[low],[low],[low],14,139,540.9,606,347.4,266.5,95.4,82.1,52.5,"2,144.20",170.2
England,Annual,2006,Thousands,0.3,[low],0,[low],0,36.7,151.1,515.8,590.3,315.9,243.6,76.4,81.2,40.9,"2,052.20",168.2
England,Annual,2007,Thousands,0.4,[low],[low],[low],[low],48.3,167.3,576.4,585.6,334.5,217.1,55.6,75.8,34.8,"2,095.80",165.1
England,Annual,2008,Thousands,0.2,[low],[low],[low],3,63.1,230.3,583.8,454.1,265.7,154.7,28.9,48.5,25.7,"1,857.90",158.6
England,Annual,2009,Thousands,0.2,0,[low],3.1,12.6,95.9,353.6,539.6,355.1,177,96.9,23.7,28.5,17.4,"1,703.50",150
England,Annual,2010,Thousands,0.2,[low],[low],4.7,28.1,122.9,497.5,502.6,306,142,78.2,26.5,19.2,15.7,"1,743.60",144.5
England,Annual,2011,Thousands,1.1,[low],[low],3.8,61.2,178,532.6,467.9,233.3,95.2,49.5,25,10.7,13.4,"1,671.80",138.3
England,Annual,2012,Thousands,1.5,0.9,0,14.5,137.2,194,635.3,449,163.3,74.4,41.3,22.6,8.9,12.9,"1,755.80",133
England,Annual,2013,Thousands,2.4,1,0.1,26.7,255.3,237.3,686.8,420.5,166.3,63.6,34.2,17.8,9,14.3,"1,935.20",128.5
England,Annual,2014,Thousands,5.8,7.2,1.7,46.1,314.1,331.1,732.4,384.9,172.4,49.3,43.5,10.5,8.7,15.8,"2,123.50",124.9
England,Annual,2015,Thousands,8.7,18.1,5.9,57.3,354.9,464,716.2,370.2,161.6,60.1,31.7,8.1,7.5,21.5,"2,285.90",121.4
England,Annual,2016,Thousands,9.2,24,9.8,56.4,313.5,513.5,804.2,364.4,127.5,59.1,31.2,5.3,9.7,22,"2,349.70",120.3
England,Annual,2017,Thousands,12.4,29.5,12.5,50.8,229.3,458.3,810,365.9,129.9,63.9,25.8,4.3,9.7,19.1,"2,221.40",121.4
England,Annual,2018,Thousands,14.2,32.5,12.7,46.6,154.8,325.8,780.4,372.5,183.2,77.5,35.6,6.1,10.8,20.4,"2,073.20",125
England,Annual,2019,Thousands,34.2,21.4,12.4,54.3,78.2,251.8,765.8,410.9,244.4,74.5,48.1,9.4,11.3,20.9,"2,037.40",127.9
England,Annual,2020,Thousands,97.1,50.9,7.9,18.5,52.4,87.3,373.2,345.8,194.3,86.1,61,23.4,14.1,19.5,"1,431.40",127.6
England,Annual,2021,Thousands,173.7,89.8,10.7,3.8,22.6,49.2,376.1,341.7,176.4,80.5,51.6,24.2,15.6,27.8,"1,443.80",118.8
England,Annual,2022,Thousands,242.7,82.6,5.3,3.2,25.9,63.3,350.3,320.9,146.5,55.4,42.5,24.9,14.6,34.2,"1,412.40",110.3
England,Annual,2023,Thousands,286.6,123,4.1,1.2,34.1,81.9,419,369.1,155.7,61.7,51.8,25,16,38.2,"1,667.40",107.6
England,Annual,2024,Thousands,347.3,147.8,2.5,0.5,42.9,109,369.2,369.3,138.3,63.4,49.4,18.7,11.9,41.9,"1,712.10",100.5
England,Annual,2025,Thousands,430.4,195.6,4.5,0.8,46.9,120.6,395.6,314.3,112.5,48.2,43.8,17.4,10.4,44.7,"1,785.60",89.9
England,Quarterly,2001 Q2 (April to June),Thousands,[low],[low],0,0.1,[low],[low],7.7,101.7,120.1,91.6,73,32.7,24.1,95.9,546.8,179.7
England,Quarterly,2001 Q3 (July to September),Thousands,[low],[low],0,0.1,0,[low],10.7,113.3,145.9,101.6,77.1,39.5,25.4,125.6,639.2,178.8
England,Quarterly,2001 Q4 (October to December),Thousands,[low],[low],0,[low],0,[low],8.2,77.6,108.5,73.2,54.4,29.7,19,99.8,470.5,179.4
England,Quarterly,2002 Q1 (January to March),Thousands,[low],[low],[low],[low],[low],0.1,13.5,125.8,155.4,102.5,78.7,38.9,23.8,127.2,665.9,177
England,Quarterly,2002 Q2 (April to June),Thousands,[low],[low],0,[low],[low],0.9,14.7,128.5,161.3,107,78.2,37.1,23.5,19.4,570.7,176.1
England,Quarterly,2002 Q3 (July to September),Thousands,[low],0,0,[low],0,1.7,19.2,163.3,175.4,123.3,89.9,42.5,23.7,15.5,654.5,174.6
England,Quarterly,2002 Q4 (October to December),Thousands,[low],0,0,[low],0,1.2,14.8,115.7,122.4,88.7,64,30.1,17.2,14.4,468.5,174.6
England,Quarterly,2003 Q1 (January to March),Thousands,[low],[low],0,[low],[low],1.4,22.2,179.4,166.2,114.6,87.5,36.5,25.7,16.4,650,173.4
England,Quarterly,2003 Q2 (April to June),Thousands,[low],0,0,[low],[low],1.4,22.7,150.1,143,97.3,79.1,30.1,21.5,18.9,564.2,173.3
England,Quarterly,2003 Q3 (July to September),Thousands,[low],[low],0,[low],[low],1.4,27,181.8,162.1,107.7,86,34.4,27.3,22,649.8,173
England,Quarterly,2003 Q4 (October to December),Thousands,[low],0,0,[low],[low],1.2,23.6,121.3,119.2,70,60.3,25.2,20.6,19.3,460.7,172.9
England,Quarterly,2004 Q1 (January to March),Thousands,[low],0,0,[low],0,2.1,37.7,178.6,176.2,106.9,83.9,36.2,29,17.4,667.9,172.3
England,Quarterly,2004 Q2 (April to June),Thousands,[low],[low],0,[low],0,1.6,27.8,142.7,145.5,88.5,72.7,29.2,26.2,18,552.2,173.2
England,Quarterly,2004 Q3 (July to September),Thousands,[low],[low],0,[low],0,2.1,39.1,170.4,160.1,99.9,76.1,28.9,26.3,17.8,620.7,170.7
England,Quarterly,2004 Q4 (October to December),Thousands,[low],[low],0,[low],[low],1.2,27.7,114.7,114.6,68.5,55.7,20.8,18.1,15.3,436.6,171.2
England,Quarterly,2005 Q1 (January to March),Thousands,[low],0,0,[low],[low],2.4,37.2,154.3,181.5,97.9,73.1,28.3,22.3,12.3,609.4,170.2
England,Quarterly,2005 Q2 (April to June),Thousands,0.1,[low],0,0,[low],2.8,31.7,131.6,146,83.8,67.8,24.6,20.3,14.4,522.9,171
England,Quarterly,2005 Q3 (July to September),Thousands,0.1,[low],0,[low],0,4.8,39.6,160.1,158.7,95.4,71.5,25.2,22.7,14.7,592.8,169.4
England,Quarterly,2005 Q4 (October to December),Thousands,0.1,[low],[low],[low],0,4.1,30.6,94.9,119.8,70.3,54,17.2,16.8,11.1,419,170.5
England,Quarterly,2006 Q1 (January to March),Thousands,0.1,0,0,[low],0,9.3,43.5,141.4,168.7,88.8,70.6,23.1,23.7,9.7,578.9,168.9
England,Quarterly,2006 Q2 (April to June),Thousands,0.1,[low],0,[low],0,8.3,36.1,122.1,144.5,78.9,61.8,19.4,18.7,10.9,500.8,168.6
England,Quarterly,2006 Q3 (July to September),Thousands,0.1,[low],0,[low],0,11.6,43.7,148.4,168.7,87.6,65.1,20.3,21.5,11.1,578,167.1
England,Quarterly,2006 Q4 (October to December),Thousands,[low],0,0,[low],0,7.5,27.8,103.9,108.4,60.6,46.2,13.7,17.3,9.2,394.5,168.4
England,Quarterly,2007 Q1 (January to March),Thousands,0.1,0,0,[low],0,13.2,40,162.3,177.4,91.4,63.2,16,23.1,7.8,594.4,166
England,Quarterly,2007 Q2 (April to June),Thousands,0.2,[low],[low],[low],0,11.1,35.9,134.6,140.1,87,52.8,14.2,18.1,9,503,166.1
England,Quarterly,2007 Q3 (July to September),Thousands,0.1,0,0,[low],0,13.8,49.8,165.1,159.3,91,60.2,14.9,20.9,9.8,585.1,164.5
England,Quarterly,2007 Q4 (October to December),Thousands,0.1,0,0,[low],[low],10.2,41.5,114.3,108.9,65.1,40.8,10.4,13.7,8.2,413.3,163.6
England,Quarterly,2008 Q1 (January to March),Thousands,[low],[low],[low],[low],0.4,17.1,62.2,180.5,153.8,87.1,53.4,11.3,18,6.9,590.7,161.1
England,Quarterly,2008 Q2 (April to June),Thousands,0.1,0,0,[low],1,14.7,61.2,148.5,118.5,75.6,42.4,7.6,13.9,7.1,490.5,159.7
England,Quarterly,2008 Q3 (July to September),Thousands,0.1,[low],0,[low],0.9,18.7,64.8,157.3,110.6,63.1,37.7,5.6,10.8,6.6,476.2,156.3
England,Quarterly,2008 Q4 (October to December),Thousands,[low],0,0,[low],0.8,12.6,42.1,97.5,71.1,39.9,21.1,4.3,5.8,5.1,300.5,155.2
England,Quarterly,2009 Q1 (January to March),Thousands,[low],0,0,[low],2.1,23.3,69.6,124.4,89.6,49.4,30.6,5.7,9.4,4,408.1,153.9
England,Quarterly,2009 Q2 (April to June),Thousands,[low],0,[low],0.6,2,20.5,73.2,115,82.3,44.2,24.1,4.6,7.6,4.6,378.6,151.9
England,Quarterly,2009 Q3 (July to September),Thousands,0.1,0,0,1.3,5.3,28.1,115.1,166.7,99.8,46.6,24.5,6.7,6.7,4.7,505.4,147.7
England,Quarterly,2009 Q4 (October to December),Thousands,0.1,0,0,1.2,3.3,23.9,95.7,133.6,83.4,36.8,17.7,6.8,4.8,4,411.4,147.5
England,Quarterly,2010 Q1 (January to March),Thousands,[low],0,0,1.6,5.9,32.1,147.6,151.7,96.7,43.2,23.4,8.6,6.4,3.4,520.8,145.8
England,Quarterly,2010 Q2 (April to June),Thousands,0.1,0,[low],1.1,5.7,27.4,122.1,118.4,78.7,39.1,19,6,5,4.1,426.6,145.3
England,Quarterly,2010 Q3 (July to September),Thousands,0.1,0,0,1.1,7.7,37.7,129.3,131.1,73.3,34,20.8,6.4,4.8,4.6,450.7,143.4
England,Quarterly,2010 Q4 (October to December),Thousands,0.1,[low],[low],0.9,8.8,25.8,98.5,101.3,57.3,25.8,15,5.5,3,3.5,345.5,143.1
England,Quarterly,2011 Q1 (January to March),Thousands,0.3,[low],[low],1.1,13.4,45.9,147.9,131.1,78,30.9,15.6,8.4,3.4,3.4,479.3,140.4
England,Quarterly,2011 Q2 (April to June),Thousands,0.3,0,0,0.8,12.5,41.6,126,115.1,60.4,23.9,12.2,5.6,2.6,3.5,404.6,139
England,Quarterly,2011 Q3 (July to September),Thousands,0.3,[low],0,1,18.5,52.1,145,129.9,55.5,23.3,12.3,6,2.6,3.6,450.1,136.7
England,Quarterly,2011 Q4 (October to December),Thousands,0.2,[low],0,0.9,16.8,38.4,113.7,91.8,39.3,17.1,9.5,5.1,2.1,3,337.8,136.4
England,Quarterly,2012 Q1 (January to March),Thousands,0.3,[low],0,1.6,29,57.6,162.6,135.1,47.8,22.7,11.7,7.1,2.7,2.8,481,134.8
England,Quarterly,2012 Q2 (April to June),Thousands,0.5,0.2,0,3.1,34.3,42.4,155.9,110.6,38.3,18.3,10.8,5.1,2.2,3.2,425.1,133.3
England,Quarterly,2012 Q3 (July to September),Thousands,0.2,0.4,0,5.4,40.3,52.1,179.2,117.7,42.7,19,10.6,6.4,2,3.6,479.8,132
England,Quarterly,2012 Q4 (October to December),Thousands,0.5,0.2,0,4.3,33.6,41.8,137.6,85.6,34.4,14.4,8.1,4,1.9,3.3,369.8,131.6
England,Quarterly,2013 Q1 (January to March),Thousands,0.4,0.3,[low],5.4,69.4,55.8,183.5,114.8,46.4,18,9.5,7,2.3,3.5,516.2,129.8
England,Quarterly,2013 Q2 (April to June),Thousands,0.7,0.2,0,5.9,61.8,53.7,172.6,107.5,39.9,15.8,7.8,4.3,2.5,3.8,476.4,128.9
England,Quarterly,2013 Q3 (July to September),Thousands,0.7,0.2,[low],7.7,68.6,72.4,188.9,115.4,44.9,16.7,8.8,3.8,2.7,3.7,534.5,127.8
England,Quarterly,2013 Q4 (October to December),Thousands,0.6,0.3,[low],7.7,55.5,55.5,141.8,82.8,35.1,13.1,8.1,2.6,1.6,3.4,408.1,127.4
England,Quarterly,2014 Q1 (January to March),Thousands,1.1,0.5,[low],11.4,85.9,81.7,207.3,116.1,46.8,14,12.2,3.3,2.6,3.1,586.1,126.2
England,Quarterly,2014 Q2 (April to June),Thousands,1.2,0.8,0.1,9.8,73.4,74.3,178.9,97.7,43.5,12.9,11,2.5,2.1,3.7,511.9,126.1
England,Quarterly,2014 Q3 (July to September),Thousands,1.7,2.6,0.8,13.9,85.8,96.7,195.3,96.3,46.5,13,11.5,2.5,2.2,4.4,573.4,123.8
England,Quarterly,2014 Q4 (October to December),Thousands,1.9,3.3,0.8,10.9,68.9,78.4,150.9,74.8,35.7,9.3,8.7,2.1,1.8,4.5,452.2,123.1
England,Quarterly,2015 Q1 (January to March),Thousands,2.3,5.7,1.8,13.9,100.3,112.1,212.5,99,48,15.5,10.1,2.8,2,4.6,630.7,122.3
England,Quarterly,2015 Q2 (April to June),Thousands,1.7,4.4,1.6,12.5,89,110.1,165,95.5,45.3,15.1,7.1,2.2,1.9,5.2,556.6,122.2
England,Quarterly,2015 Q3 (July to September),Thousands,2,4.2,1.7,15.9,95.2,139.6,190.7,99.2,39.3,16.8,8,1.7,1.8,5.9,621.9,120.6
England,Quarterly,2015 Q4 (October to December),Thousands,2.6,3.8,0.8,15,70.4,102.2,148.1,76.5,29,12.7,6.5,1.5,1.8,5.8,476.6,120.5
England,Quarterly,2016 Q1 (January to March),Thousands,2.8,6.9,2.3,17.3,94.2,148.7,224,102.7,34.1,16.3,8.9,1.8,2.5,5.5,667.9,119.8
England,Quarterly,2016 Q2 (April to June),Thousands,1.9,5.6,2.9,12.7,75.7,127,192.5,84.7,31.6,14.9,7.7,1.3,2.8,5.7,567,120.5
England,Quarterly,2016 Q3 (July to September),Thousands,2.6,6.2,2.4,14.6,84,139,220.7,97.9,32.8,15.1,9.6,1.3,2.5,6,634.8,120.3
England,Quarterly,2016 Q4 (October to December),Thousands,2,5.2,2.2,11.8,59.6,98.7,167.1,79,29,12.8,5.1,1,1.8,4.8,480,120.9
England,Quarterly,2017 Q1 (January to March),Thousands,4.1,6.7,3.2,17.3,86.8,147.5,261.1,108.5,37.3,21.2,7.6,1.4,3.1,4.7,710.6,120.6
England,Quarterly,2017 Q2 (April to June),Thousands,2.8,6.2,2.1,11.8,50.1,109.8,187.1,83,29.8,13.9,5.8,0.9,2.3,4.4,510.2,121.4
England,Quarterly,2017 Q3 (July to September),Thousands,3.1,8.2,4.3,13.1,55.8,120.3,208.1,99.9,34.6,15.8,6.5,1.1,2.5,5.3,578.6,121.4
England,Quarterly,2017 Q4 (October to December),Thousands,2.4,8.4,2.9,8.6,36.6,80.7,153.7,74.5,28.2,13,5.9,0.8,1.9,4.6,422.1,122.4
England,Quarterly,2018 Q1 (January to March),Thousands,3.7,8.6,4,12.4,61.2,117.8,228.4,110.2,42.2,21.5,8.4,1.3,2.8,4.6,627,122.7
England,Quarterly,2018 Q2 (April to June),Thousands,3.2,8.8,3,13.1,42.1,88.5,197.7,91.5,38,16.9,8.5,1.3,3.5,5.1,521.1,123.7
England,Quarterly,2018 Q3 (July to September),Thousands,3.5,8.1,2.7,12.6,34.3,69.6,202.1,90.6,55.9,21.2,10.1,1.9,2.5,5.6,520.6,126.7
England,Quarterly,2018 Q4 (October to December),Thousands,3.8,7,3.1,8.6,17.2,49.9,152.1,80.2,47.2,18,8.7,1.6,2,5.2,404.5,128.2
England,Quarterly,2019 Q1 (January to March),Thousands,5.3,4.2,3.8,15.5,25.9,80.2,232.9,125.8,74.1,25,12.4,2.3,3.2,5.1,615.7,128.9
England,Quarterly,2019 Q2 (April to June),Thousands,5.7,3.4,2.8,12.6,16.5,59.9,187.9,102.9,61.6,21.6,13.1,2.1,2.9,4.9,498,130
England,Quarterly,2019 Q3 (July to September),Thousands,11.5,5.3,2.6,15.5,20.2,61.7,198.5,105.9,62.6,14.8,12.2,2.3,2.8,5.7,521.6,127
England,Quarterly,2019 Q4 (October to December),Thousands,11.7,8.4,3.1,10.7,15.6,49.9,146.5,76.3,46.1,13,10.4,2.7,2.4,5.2,402.1,125.1
England,Quarterly,2020 Q1 (January to March),Thousands,16.4,10.1,2.6,16,46.1,58.2,143.8,66.1,38.3,12.2,8.6,1.7,2.7,4.6,427.4,118.4
England,Quarterly,2020 Q2 (April to June),Thousands,11.6,4.1,0.8,0.4,0.3,3.6,32.8,44.4,26,13.7,8.5,3.6,1.9,1.2,153,136
England,Quarterly,2020 Q3 (July to September),Thousands,31.7,17,2.4,1.2,2.3,15.7,121.7,146.6,81.5,40.1,28.5,10.8,5.7,6.2,511.5,135.3
England,Quarterly,2020 Q4 (October to December),Thousands,37.3,19.6,2,0.9,3.7,9.8,74.8,88.7,48.6,20.2,15.5,7.3,3.8,7.4,339.5,124
England,Quarterly,2021 Q1 (January to March),Thousands,28.4,20,2.8,1.2,5.6,9.3,94.3,97.7,54.6,26.2,16.8,7,4.3,7.5,375.9,128.8
England,Quarterly,2021 Q2 (April to June),Thousands,38.7,25.4,2.7,0.9,6.7,13,117.7,103.2,55.5,24.9,16.7,7,4.6,4.9,421.8,123.6
England,Quarterly,2021 Q3 (July to September),Thousands,46.5,22.7,2.7,0.7,7,15.4,97.1,76.6,40.4,17.5,10.6,5.3,3.4,6.6,352.8,115
England,Quarterly,2021 Q4 (October to December),Thousands,60,21.7,2.5,1,3.2,11.5,67,64.3,26,11.8,7.5,4.9,3.2,8.7,293.3,103.6
England,Quarterly,2022 Q1 (January to March),Thousands,58.3,23.9,2,1,5.6,15.7,89.4,86.9,38.2,14.3,9.7,5.7,3.9,8.3,362.7,110.9
England,Quarterly,2022 Q2 (April to June),Thousands,46.3,16.9,1.6,0.9,4.9,14.3,91.8,75.9,38.8,14.4,11.3,5.6,3.5,7.7,333.8,116.3
England,Quarterly,2022 Q3 (July to September),Thousands,54.5,18.8,0.8,0.8,7.8,18.9,88.5,82.3,37.7,14.1,12.1,6.2,3.5,9.6,355.5,113.4
England,Quarterly,2022 Q4 (October to December),Thousands,83.7,23.1,1,0.5,7.6,14.4,80.6,75.9,31.9,12.7,9.4,7.4,3.7,8.5,360.5,101
England,Quarterly,2023 Q1 (January to March),Thousands,68.9,26.6,1.6,0.5,7.9,24.7,111.5,99.2,41.9,15.3,13.7,7.6,4.2,7.7,431.2,110.7
England,Quarterly,2023 Q2 (April to June),Thousands,69.2,26.3,0.9,0.4,9.2,15.1,101.7,88,37.6,14.2,12.8,6.4,4.6,8,394.4,108.7
England,Quarterly,2023 Q3 (July to September),Thousands,78.3,32.4,0.8,0.2,8.7,22.1,112.7,95.6,39.9,16.2,13.5,5.8,4,11,441.2,106.5
England,Quarterly,2023 Q4 (October to December),Thousands,70.2,37.8,0.8,0.1,8.4,20,93,86.3,36.3,16,11.8,5.2,3.1,11.5,400.5,104.4
England,Quarterly,2024 Q1 (January to March),Thousands,76.8,37.6,0.8,0.1,9.6,27.2,110.1,118.8,43.3,18.9,14.5,5.7,3.3,11.6,478.2,108
England,Quarterly,2024 Q2 (April to June),Thousands,75.2,34.5,0.6,0.1,10.2,28.7,84.8,88.4,36.2,14.6,11.2,4.6,2.9,9.8,401.8,102.9
England,Quarterly,2024 Q3 (July to September),Thousands,93.7,38.6,0.6,0.2,13.3,30.7,93.5,94.1,32.2,15.7,12.7,4,2.8,10.8,442.8,98.5
England,Quarterly,2024 Q4 (October to December),Thousands,101.7,37.1,0.4,0.1,9.9,22.4,80.8,68,26.6,14.1,11,4.4,2.9,9.7,389.2,90.9
England,Quarterly,2025 Q1 (January to March),Thousands,109.2,47.5,0.5,0.2,13.1,38.1,122.1,92.8,33.7,20,15.2,5.6,3.4,10.5,511.8,96.8
England,Quarterly,2025 Q2 (April to June),Thousands,94.8,47.2,0.7,0.1,8.5,27.4,90.4,76.7,23.8,10.1,9.5,3.7,2.2,10.1,405.2,90
England,Quarterly,2025 Q3 (July to September),Thousands,112.8,57.4,0.6,0.1,13.2,32.7,104.9,81,29.9,9.5,10.9,4.1,2.5,11.2,470.7,88.1
England,Quarterly,2025 Q4 (October to December),Thousands,113.7,43.5,2.6,0.3,12.1,22.4,78.2,63.9,25,8.6,8.2,4,2.3,13,397.9,83.1
England,Quarterly,2026 Q1 (January to March),Thousands,124.5,62.1,7.7,4.2,18.6,33.8,125.5,91.2,33.6,12.3,13,5.3,2.8,13.9,548.3,90.2
England,Monthly,Mar-01,Thousands,[low],[low],[low],[low],0,[low],4.1,76.7,89,67.8,51.4,24.1,18.5,42.5,374.2,179.9
England,Monthly,Apr-01,Thousands,[low],[low],0,[low],[low],[low],2.4,31.6,37.3,25.6,22.6,9.3,7.5,27.4,163.7,179.4
England,Monthly,May-01,Thousands,[low],[low],0,[low],0,[low],2.5,35.2,40.1,30.8,24.1,11.3,8,31.4,183.6,179.5
England,Monthly,Jun-01,Thousands,[low],0,0,[low],0,0,2.9,34.8,42.7,35.2,26.3,12.1,8.6,37,199.6,180.1
England,Monthly,Jul-01,Thousands,[low],0,0,[low],0,0,2.6,27.6,36.8,26.8,19.3,10.2,6.2,33.8,163.4,179
England,Monthly,Aug-01,Thousands,[low],[low],0,[low],0,0,1.3,12.9,17,12.6,7.5,3.4,2.4,16.9,74,175.6
England,Monthly,Sep-01,Thousands,[low],[low],0,[low],0,[low],6.7,72.9,92.1,62.1,50.3,25.9,16.8,75,401.8,179.2
England,Monthly,Oct-01,Thousands,[low],0,0,[low],0,0,3,29.6,40.9,26.2,20.1,10.8,6.8,36.1,173.5,178.9
England,Monthly,Nov-01,Thousands,[low],[low],0,[low],0,[low],3.1,29.6,38.6,27.2,20.6,11.2,7.1,37.5,174.9,179.6
England,Monthly,Dec-01,Thousands,[low],0,0,[low],0,0,2.2,18.4,29,19.9,13.7,7.6,5.1,26.2,122.1,179.9
England,Monthly,Jan-02,Thousands,0,0,0,[low],0,0,3.6,34.4,45,28.1,21.9,11.3,7.3,37.1,188.6,177.7
England,Monthly,Feb-02,Thousands,0,[low],[low],[low],0,0,2.1,15.4,21.4,13.8,9.5,4.5,2.9,18.9,88.4,175.9
England,Monthly,Mar-02,Thousands,[low],0,0,[low],[low],0.1,7.8,76,89,60.6,47.3,23.2,13.6,71.2,388.9,176.9
England,Monthly,Apr-02,Thousands,[low],0,0,[low],[low],0.2,4.5,39.9,53.9,35.1,25.4,11.7,7.6,9.6,188,176.2
England,Monthly,May-02,Thousands,[low],0,0,[low],0,0.3,4.8,43,55.3,36.3,26.8,12.3,8.6,5.1,192.5,176.6
England,Monthly,Jun-02,Thousands,[low],[low],0,[low],0,0.4,5.5,45.5,52.1,35.6,26,13.2,7.3,4.7,190.2,175.4
England,Monthly,Jul-02,Thousands,[low],0,0,[low],0,0.3,5.7,43.1,49.5,33.7,25.2,11.8,6.8,5.4,181.6,175.1
England,Monthly,Aug-02,Thousands,[low],0,0,[low],0,0.2,2.8,18.7,21.4,16.7,10.7,4.6,2.7,5.1,82.9,174
England,Monthly,Sep-02,Thousands,[low],0,0,[low],0,1.2,10.7,101.4,104.5,72.9,54.1,26.1,14.1,5,390,174.4
England,Monthly,Oct-02,Thousands,[low],0,0,[low],0,0.6,5.3,43.3,44.7,31.9,22.6,10.6,6.1,5.3,170.4,174.1
England,Monthly,Nov-02,Thousands,[low],0,0,[low],0,0.3,5.2,38.7,41,32.2,22.8,10.6,6.3,4.8,161.9,175.6
England,Monthly,Dec-02,Thousands,[low],0,0,[low],0,0.3,4.4,33.7,36.7,24.6,18.6,8.8,4.8,4.3,136.2,174
England,Monthly,Jan-03,Thousands,[low],0,0,[low],0,0.4,5.5,45.2,44.1,32.2,23.2,9.3,7,4.6,171.6,173.9
England,Monthly,Feb-03,Thousands,[low],0,0,[low],0,0.2,3,21.9,21.9,13.8,9.6,3.8,2.4,5.4,82,170.7
England,Monthly,Mar-03,Thousands,[low],[low],0,[low],[low],0.8,13.7,112.3,100.2,68.7,54.7,23.5,16.2,6.4,396.4,173.7
England,Monthly,Apr-03,Thousands,[low],0,0,[low],[low],0.4,6.5,47.8,42.8,29.4,23,9,6.6,6.2,171.8,172.8
England,Monthly,May-03,Thousands,0,0,0,[low],0,0.5,7.1,46.6,45.4,30.7,24.9,9.4,6.8,6,177.4,173.4
England,Monthly,Jun-03,Thousands,[low],0,0,[low],[low],0.5,9.1,55.7,54.9,37.2,31.2,11.6,8.1,6.6,214.9,173.5
England,Monthly,Jul-03,Thousands,0,0,0,[low],0,0.4,6.9,47.5,45.7,28.6,24.8,9.2,7.2,7.7,178,173.5
England,Monthly,Aug-03,Thousands,[low],0,0,[low],[low],0.2,3.5,22,20.3,13.6,10,3.8,3,6.8,83.2,171.8
England,Monthly,Sep-03,Thousands,[low],[low],0,[low],0,0.8,16.7,112.2,96.1,65.5,51.3,21.4,17.1,7.6,388.7,173
England,Monthly,Oct-03,Thousands,[low],0,0,0,[low],0.4,8.6,44.8,41.6,24.9,20.6,8.2,7,7,163.2,172
England,Monthly,Nov-03,Thousands,0,0,0,[low],0,0.4,8.2,41.4,39.3,22.6,19.7,8.4,7.2,6.5,153.9,172.8
England,Monthly,Dec-03,Thousands,[low],0,0,[low],0,0.3,6.8,35.1,38.3,22.4,20,8.7,6.3,5.8,143.7,174.2
England,Monthly,Jan-04,Thousands,[low],0,0,[low],0,0.5,10.1,46,48.1,28.6,21.2,9.3,8,4.6,176.5,172.5
England,Monthly,Feb-04,Thousands,[low],0,0,[low],0,0.2,4.8,20.2,22.4,12.8,9.8,3.3,2.9,5.8,82.3,170.3
England,Monthly,Mar-04,Thousands,[low],0,0,[low],0,1.3,22.8,112.4,105.6,65.5,52.8,23.6,18.1,7.1,409.2,172.6
England,Monthly,Apr-04,Thousands,[low],0,0,0,0,0.4,8.1,42,45.7,26.8,21.9,8.5,7.9,6.2,167.6,173.4
England,Monthly,May-04,Thousands,[low],0,0,[low],0,0.5,8.3,44.4,46.6,27.4,22.9,9.1,8.5,6.2,173.9,173.6
England,Monthly,Jun-04,Thousands,[low],[low],0,[low],0,0.6,11.3,56.3,53.2,34.4,27.9,11.7,9.8,5.5,210.7,172.8
England,Monthly,Jul-04,Thousands,[low],[low],0,[low],0,0.6,9.6,43.6,42.7,28.6,21.5,8.1,7.1,5.9,167.7,172
England,Monthly,Aug-04,Thousands,[low],0,0,[low],0,0.3,4.5,19.2,20.3,13,8.7,2.9,3,5.9,77.8,170.2
England,Monthly,Sep-04,Thousands,[low],[low],0,0,0,1.3,25,107.6,97.1,58.2,45.9,17.9,16.2,6.1,375.2,170.3
England,Monthly,Oct-04,Thousands,[low],[low],0,0,[low],0.4,9,39.2,40.3,23.7,18.3,6.8,6.1,5.7,149.5,171
England,Monthly,Nov-04,Thousands,[low],0,0,[low],0,0.5,9.6,42.5,40.5,23.3,20,7,6.2,5.2,154.8,170.5
England,Monthly,Dec-04,Thousands,[low],0,0,0,0,0.3,9.1,33.1,33.8,21.6,17.3,7,5.8,4.4,132.3,172.2
England,Monthly,Jan-05,Thousands,0,0,0,0,[low],0.7,8.9,40,46.3,25.9,19,7.3,6.5,3.5,158.1,171.2
England,Monthly,Feb-05,Thousands,0,0,0,[low],0,0.3,4.2,16.7,20.5,11.1,7.9,2.5,2.1,4.2,69.4,168.3
