Geography,Date Interval,Date,Units,0 grams per kilometre,1 to 50 grams per kilometre,51 to 75 grams per kilometre,76 to 90 grams per kilometre,91 to 100 grams per kilometre,101 to 110 grams per kilometre,111 to 130 grams per kilometre,131 to 150 grams per kilometre,151 to 170 grams per kilometre,171 to 190 grams per kilometre,191 to 225 grams per kilometre,226 to 255 grams per kilometre,Over 255 grams per kilometre,Unknown,Total,Average reported emissions
Great Britain,Monthly,Dec-18,Thousands,1.5,2.8,1.1,2.3,6,18.9,54,30.3,15.4,6.4,2.8,0.5,0.6,1.6,144.2,127.5
Great Britain,Monthly,Jan-19,Thousands,1.3,1.1,1.1,4.8,7.9,21,57.8,31.8,18.8,5.9,3.2,0.5,0.9,1.7,158,128.2
Great Britain,Monthly,Feb-19,Thousands,0.7,0.8,0.5,1.7,3.1,11.3,31,16.2,8.8,2.8,1.2,0.2,0.3,1.9,80.5,126.8
Great Britain,Monthly,Mar-19,Thousands,3.9,2.7,2.4,10.9,19.1,58.6,175.4,93.2,55.3,19,9.3,1.8,2.3,1.8,455.6,129.3
Great Britain,Monthly,Apr-19,Thousands,1.5,1.1,0.9,4.3,5.6,19.6,59.2,32.4,20.3,7.5,4.4,0.6,1,1.4,159.7,130.4
Great Britain,Monthly,May-19,Thousands,2,1.4,1,4.3,6,22.9,68.2,35.9,23,8.2,4.6,0.8,1.1,2,181.4,130
Great Britain,Monthly,Jun-19,Thousands,2.7,1.3,1.1,5.6,7.8,25.7,86.6,47.9,25.2,7.8,5.5,0.8,1.1,1.9,221.2,129.1
Great Britain,Monthly,Jul-19,Thousands,2,1,1,5.6,6.7,19.4,58.1,32.4,17.5,5,3.5,0.6,1,2.1,155.8,128
Great Britain,Monthly,Aug-19,Thousands,3.1,0.7,0.4,2.9,3.2,11.6,35.2,17.4,9.9,2.6,2,0.4,0.5,2,91.9,124.5
Great Britain,Monthly,Sep-19,Thousands,7.7,4.1,1.5,9,13.2,39.4,133,69.4,42.3,8.7,8.1,1.6,1.6,1.9,341.4,127
Great Britain,Monthly,Oct-19,Thousands,3.1,2.2,1.1,4.8,4.5,17.6,53.3,27.9,16.8,4.6,4,0.7,0.9,1.9,143.4,126.8
Great Britain,Monthly,Nov-19,Thousands,4.6,3.3,1.1,4.1,7.1,19.8,57.6,29.2,17.5,4.7,4,1.2,0.8,2,157.2,124.5
Great Britain,Monthly,Dec-19,Thousands,4.9,3.4,1.1,3,7.1,18.9,53.3,28.6,16.9,5,3.5,1.1,0.9,1.6,149.3,124.1
Great Britain,Monthly,Jan-20,Thousands,4,3.9,0.8,5.4,16,21.5,49.9,22.3,13.2,4,2.7,0.6,1,1.6,147.1,119.2
Great Britain,Monthly,Feb-20,Thousands,2.4,1.6,0.4,3,9.4,11.8,27.7,11.3,5.9,1.7,1,0.2,0.3,1.8,78.5,116.3
Great Britain,Monthly,Mar-20,Thousands,11.6,5.3,1.5,9.6,28.2,32.7,84.2,39.7,23.7,7.7,5.8,1,1.7,1.5,254.1,118.4
Great Britain,Monthly,Apr-20,Thousands,1.4,0.1,[low],[low],0.1,0.1,0.8,0.8,0.3,0.2,0.1,[low],[low],0.3,4.2,93.6
Great Britain,Monthly,May-20,Thousands,2.4,0.6,0.1,0.1,0.1,0.3,4.4,4.8,3.1,2,1.4,0.6,0.4,0.3,20.5,132.5
Great Britain,Monthly,Jun-20,Thousands,8.8,3.7,0.7,0.4,0.2,3.8,31.7,43.3,24.8,12.7,7.6,3.4,1.6,0.7,143.4,137.6
Great Britain,Monthly,Jul-20,Thousands,8,5.7,1,0.5,0.3,4.8,39.7,51.2,28.9,15.1,9.7,4.1,2.1,1.6,172.9,138.8
Great Britain,Monthly,Aug-20,Thousands,5.4,2.4,0.3,0.2,0.3,2.6,20.8,26,13.3,6.4,4.1,1.6,0.8,2.5,86.5,134.5
Great Britain,Monthly,Sep-20,Thousands,21.7,10.4,1.2,0.6,2,10.7,83.1,92.6,50.2,24.6,17.6,6.3,3.4,2.5,326.9,133.8
Great Britain,Monthly,Oct-20,Thousands,9.1,6.6,0.8,0.3,1.7,4.6,31.5,38.7,22.5,9.6,7.3,2.8,1.5,2.2,139.3,132.3
Great Britain,Monthly,Nov-20,Thousands,10,6.7,0.6,0.3,1.1,3.2,26.1,31,16.3,6.5,4.8,2.5,1.3,3.1,113.6,126.5
Great Britain,Monthly,Dec-20,Thousands,21.7,7.9,0.7,0.4,1.6,3.7,28.9,32.6,16.5,7.1,5.1,2.9,1.4,2.6,133.1,115.2
Great Britain,Monthly,Jan-21,Thousands,6.1,5.1,0.6,0.3,1.1,3,22.1,22.7,13.4,5.7,4.4,2,1.2,2.5,90.1,130.4
Great Britain,Monthly,Feb-21,Thousands,3.4,2.7,0.3,0.1,0.5,1.4,12.9,13.9,7.3,3.3,2,0.6,0.4,2.9,51.7,128.2
Great Britain,Monthly,Mar-21,Thousands,21.8,14,2.1,0.8,4.8,6.3,73.6,74.6,40.9,20.5,11.9,5.3,3.1,2.8,282.4,128.7
Great Britain,Monthly,Apr-21,Thousands,9,8.1,1,0.4,2.1,4.5,39.6,36,19.1,8.5,5.5,2.8,1.6,1.9,140,128.2
Great Britain,Monthly,May-21,Thousands,12.9,8.5,0.8,0.3,2.3,4.9,42.8,38.1,21,9.9,6.5,2.5,1.8,1.7,154,126
Great Britain,Monthly,Jun-21,Thousands,19.6,10.8,1,0.2,3.2,6.3,53.7,44,22.7,9.9,6.5,2.5,1.7,1.8,183.8,120.1
Great Britain,Monthly,Jul-21,Thousands,10.9,8.3,1,0.3,2.8,5,34.4,28.2,15.5,6,3.7,2.5,1.4,2.4,122.3,121.4
Great Britain,Monthly,Aug-21,Thousands,7.2,4.3,0.5,0.1,1.4,3.2,18.8,14.9,8.3,3.1,1.9,0.8,0.6,2.2,67.4,117.2
Great Britain,Monthly,Sep-21,Thousands,32.4,12,1.3,0.4,3.9,10.6,61.7,45.2,22.8,11,6.4,2.7,1.8,2.6,214.8,112.6
Great Britain,Monthly,Oct-21,Thousands,15.9,7.2,0.8,0.3,0.6,4.4,28.2,24.6,10.8,5,2.9,1.8,1.2,3.1,106.8,112.7
Great Britain,Monthly,Nov-21,Thousands,21.5,9.3,1,0.3,1.7,4.3,26.8,26.9,10.5,5.2,3,1.6,1.3,3.6,117,105.8
Great Britain,Monthly,Dec-21,Thousands,27.4,6.9,1,0.4,1.5,4.7,24.8,23,8.5,3.6,2.6,2,1,2.7,110.1,97.7
Great Britain,Monthly,Jan-22,Thousands,14.1,7.9,0.7,0.3,1.5,5.8,28.3,29.1,12.2,4.8,3.4,1.9,1.2,2.8,113.9,116
Great Britain,Monthly,Feb-22,Thousands,10.2,4.2,0.2,0.1,0.8,2.8,15.3,13.2,5.6,1.8,1.2,0.5,0.4,2.7,58.9,105.1
Great Britain,Monthly,Mar-22,Thousands,38.9,13.9,1.2,0.6,4.1,10,62.8,59,26.2,9.8,6.4,4.1,2.7,3.2,243,112.2
Great Britain,Monthly,Apr-22,Thousands,12.7,5.5,0.6,0.2,1.7,5.5,34.3,29.2,13.9,5.3,3.8,1.9,1.4,2.5,118.4,121.2
Great Britain,Monthly,May-22,Thousands,15.2,6.4,0.5,0.3,1.9,5,36.6,28,15.2,5.1,3.9,1.9,1.2,2.5,123.7,117.8
Great Britain,Monthly,Jun-22,Thousands,22.3,6.7,0.5,0.5,2.2,6.1,37.9,31.4,15.1,6.1,4.9,2.5,1.3,3.2,140.6,113.6
Great Britain,Monthly,Jul-22,Thousands,12.1,5.6,0.3,0.4,2.3,6.4,27.6,27.2,12.9,6,4.8,2.4,1.3,3.4,112.8,122.2
Great Britain,Monthly,Aug-22,Thousands,9.6,3.6,0.1,0.2,1.3,3.2,20.1,15.5,6.6,2.1,2.3,0.9,0.5,3.4,69.3,113
Great Britain,Monthly,Sep-22,Thousands,37.7,11.4,0.4,0.4,5.4,12.5,58.3,52.6,23.4,8,6.4,3.6,2.1,3.3,225.6,110.9
Great Britain,Monthly,Oct-22,Thousands,19.5,8.3,0.3,0.2,3.2,6.8,35.6,30.5,13,5.3,3.7,3.4,1.4,3.5,134.6,113.4
Great Britain,Monthly,Nov-22,Thousands,29,9.6,0.4,0.2,3,5.7,33.4,32.7,13.2,5.2,3.7,2.7,1.4,3.2,143.4,104.7
Great Britain,Monthly,Dec-22,Thousands,41.9,7.4,0.4,0.2,2.5,4.5,25.2,23.9,10.1,4,3.1,2.2,1.3,2.3,129,88.7
Great Britain,Monthly,Jan-23,Thousands,16.7,8.2,0.4,0.2,3.2,7.4,34.3,30,13.8,6.3,3.7,1.9,1.2,2.2,129.4,114.8
Great Britain,Monthly,Feb-23,Thousands,12,4.3,0.2,0.1,1.2,3.8,22.1,16.3,6.2,1.9,1.5,0.8,0.5,2.7,73.6,107
Great Britain,Monthly,Mar-23,Thousands,46,16.5,1,0.3,4.8,17.4,73.6,67.8,27.6,9.3,10,5.8,3,3.3,286.4,111.7
Great Britain,Monthly,Apr-23,Thousands,20.1,7.9,0.4,0.2,2.3,5.2,34.7,32.9,13.3,4.1,4.2,2.5,1.6,2.5,131.9,113.3
Great Britain,Monthly,May-23,Thousands,24,8.4,0.3,0.2,3.5,5.5,39.9,31.9,14,5.6,4.4,2.2,1.7,2.6,144.2,110.5
Great Britain,Monthly,Jun-23,Thousands,31.1,12.1,0.3,0.1,4.7,6.8,46.9,38.6,16.3,6.5,5.7,2.4,1.7,3.3,176.6,107.6
Great Britain,Monthly,Jul-23,Thousands,22.6,11.1,0.3,0.1,3,6.9,37.3,31.6,13.8,6.1,4.4,2.2,1.4,3.4,144.2,109.7
Great Britain,Monthly,Aug-23,Thousands,16.8,6.2,0.1,[low],1.5,3.7,22.7,18,7.1,2.4,2.2,0.9,0.6,4,86.3,101.9
Great Britain,Monthly,Sep-23,Thousands,44.8,17.9,0.4,0.1,5.5,15.3,74.3,61.7,24.8,9.8,8.4,3.4,2.4,4.1,272.8,109
Great Britain,Monthly,Oct-23,Thousands,23.6,13.7,0.3,[low],3,7.6,40.1,34.2,13.6,6.1,4.8,1.8,1.1,4.1,154,107.7
Great Britain,Monthly,Nov-23,Thousands,23.9,15.3,0.3,0.1,3.6,8.4,38,35.4,14.8,6.2,4.5,1.9,1.1,4.3,157.8,106.9
Great Britain,Monthly,Dec-23,Thousands,27.3,11.7,0.3,0.1,2.9,7.4,32.1,30.7,13.3,5.8,4,2.1,1.2,3.6,142.4,103.9
Great Britain,Monthly,Jan-24,Thousands,20.4,11.3,0.2,[low],2.4,6.7,33.3,37.9,12.7,6.2,4,1.6,1,3.8,141.6,110.7
Great Britain,Monthly,Feb-24,Thousands,14.6,5.8,0.1,[low],1.3,4.1,20.8,20.9,7.9,3.1,1.8,0.6,0.4,4.3,85.5,105.6
Great Britain,Monthly,Mar-24,Thousands,47.8,23.5,0.6,0.1,7.3,20.5,75.3,78.8,29.2,12.5,10.5,4.2,2.2,4.1,316.7,110
Great Britain,Monthly,Apr-24,Thousands,22.2,10,0.2,[low],3.9,8.9,31.6,28.6,13.5,5.2,3.8,1.7,1.1,2.8,133.7,107.2
Great Britain,Monthly,May-24,Thousands,25.5,11.4,0.2,0.1,3.4,9.9,33.1,34.9,13.5,5.6,4.3,1.7,1,3.6,148.2,106.3
Great Britain,Monthly,Jun-24,Thousands,33.5,15.9,0.3,0.1,4.8,14.7,35.9,41.2,13.9,6.3,4.6,1.8,1.1,3.9,177.8,101.5
Great Britain,Monthly,Jul-24,Thousands,26.9,12.6,0.2,[low],4.3,9.6,32.9,35.4,9.7,5.6,4.5,1.4,1,3.7,147.9,103.4
Great Britain,Monthly,Aug-24,Thousands,18.7,5.5,0.1,[low],2.9,5.2,19.2,18.2,5.4,2.8,2.2,0.6,0.4,3.8,85.1,98.3
Great Britain,Monthly,Sep-24,Thousands,55.6,23.6,0.3,0.1,8.6,20.7,60.1,57.6,22,9.9,7.8,2.4,1.6,3.8,274.3,99.9
Great Britain,Monthly,Oct-24,Thousands,29.2,13.1,0.2,0.1,4.6,7.8,33.6,30.1,10.6,5.9,3.5,1.4,1.1,3.7,144.7,99.5
Great Britain,Monthly,Nov-24,Thousands,37.8,15.1,0.1,0.1,3.8,9.4,32.8,26.8,10.6,5.8,5.1,1.9,1.1,3.8,154.2,93.2
Great Britain,Monthly,Dec-24,Thousands,43,12.4,0.1,0.1,3.3,8.8,28.3,21.8,9.3,4.5,3.8,1.6,1,2.8,140.6,85.1
Great Britain,Monthly,Jan-25,Thousands,28.9,12,0.1,0.1,3,9.9,34.9,25.5,9.1,5,4.1,1.4,0.8,3.1,137.9,98
Great Britain,Monthly,Feb-25,Thousands,20.7,7,0.1,[low],2,5.6,19,15.4,5.6,2.4,2,0.7,0.3,3.7,84.5,91.4
Great Britain,Monthly,Mar-25,Thousands,68.3,32.9,0.4,0.1,10.3,27.8,89.5,65.7,23.7,15.2,11,4.1,2.6,4.2,355.9,100.1
Great Britain,Monthly,Apr-25,Thousands,24.1,13.6,0.2,0.1,2.4,8,30.6,23.2,7.2,3.1,2.7,1,0.7,3.1,119.8,94.7
Great Britain,Monthly,May-25,Thousands,32.2,17.3,0.3,[low],3.7,10.9,34.8,30,8.4,3.5,3.7,1.4,0.8,3.6,150.5,92.6
Great Britain,Monthly,Jun-25,Thousands,46.6,20.6,0.3,0.1,4.1,12.4,42.1,36.4,12.5,5.3,4.4,1.7,0.9,3.9,191.2,90.1
Great Britain,Monthly,Jul-25,Thousands,29.4,16.8,0.2,0.1,3.4,8.7,33.9,26.6,9,3.4,3.5,1.3,0.9,3.9,141.1,93.5
Great Britain,Monthly,Aug-25,Thousands,21.4,9.4,0.1,[low],1.7,4.6,19.7,13.7,4.7,1.7,1.8,0.9,0.3,3.7,83.8,86.1
Great Britain,Monthly,Sep-25,Thousands,71.5,37.2,0.4,0.1,10.8,24,71.8,53.9,21.6,6.2,7.1,2.4,1.5,4.3,312.8,89.8
Great Britain,Monthly,Oct-25,Thousands,36.3,16.4,0.7,0.1,5.1,8.7,31.6,25.3,9.5,2.9,3,1.5,0.9,4.4,146.5,88
Great Britain,Monthly,Nov-25,Thousands,39.2,16.5,1,0.1,5.3,9.4,31.8,25.1,10.5,3.4,3.4,1.6,0.8,5.1,153.2,87.3
Great Britain,Monthly,Dec-25,Thousands,46.7,15.2,1.1,0.2,4,7.4,28.4,22.9,9.7,3.6,3,1.4,0.8,4.1,148.5,80.5
Great Britain,Monthly,Jan-26,Thousands,29,16.5,1.5,1,4.1,8,34.4,25.9,10.4,3.7,3.4,1.6,0.8,4.2,144.4,94.9
Great Britain,Monthly,Feb-26,Thousands,21.3,8.9,1.1,0.7,2.5,4.6,21.8,16,5.7,1.7,1.8,0.6,0.3,5.2,92.2,89.8
Great Britain,Monthly,Mar-26,Thousands,85.2,42.7,5.6,3.1,14.8,25.8,88.9,62.2,23.9,8.7,9.6,3.6,2,5,381.3,91.1
Northern Ireland,Annual,2015,Thousands,0.2,0.3,0.1,1.5,9.4,12.6,18.8,9.7,3.5,0.9,0.8,0.2,0.2,0.6,58.9,120.4
Northern Ireland,Annual,2016,Thousands,0.1,0.3,0.1,1.4,8.4,13.8,21.7,7.5,2.7,1.1,0.6,0.2,0.2,0.5,58.5,118.9
Northern Ireland,Annual,2017,Thousands,0.2,0.3,0.2,1.3,6.3,12.5,21.7,7.4,2.5,1.2,0.5,0.1,0.2,0.5,55,119.7
Northern Ireland,Annual,2018,Thousands,0.2,0.4,0.2,1.2,4.6,9.6,21.3,8.6,3.4,1.4,0.7,0.1,0.2,0.5,52.5,122.7
Northern Ireland,Annual,2019,Thousands,0.4,0.3,0.2,1.9,2.7,7.4,20.7,9.2,5.5,1.2,1,0.2,0.2,0.5,51.2,125.8
Northern Ireland,Annual,2020,Thousands,1.2,0.6,0.1,0.6,1.3,2.9,10.6,9.9,4.9,2.1,1,0.5,0.3,0.3,36.4,131.3
Northern Ireland,Annual,2021,Thousands,2.3,1.3,0.1,0.1,0.7,1.9,11.6,10.4,4.7,1.7,0.9,0.5,0.3,0.5,37,127
Northern Ireland,Annual,2022,Thousands,3.7,1.5,0.1,0.1,0.8,2.3,12.8,10.6,3.8,1.3,0.8,0.7,0.3,0.5,39,120.1
Northern Ireland,Annual,2023,Thousands,5.3,2.1,0.1,[low],1.1,3.4,14.5,11.4,4.3,1.3,1.1,0.8,0.3,0.6,46.1,116.2
Northern Ireland,Annual,2024,Thousands,6.7,2.9,[low],[low],1.6,4.3,14,12.4,4,1.4,1.1,0.4,0.2,0.8,49.8,110
Northern Ireland,Annual,2025,Thousands,7.9,3.4,0.1,[low],1.5,3.6,13,9.8,3,1,1,0.3,0.2,0.8,45.7,101.8
Northern Ireland,Quarterly,2014 Q3 (July to September),Thousands,[low],[low],[low],0.4,2.6,3.1,5.7,3.2,1.1,0.3,0.3,0.1,0.1,0.3,17.3,121.9
Northern Ireland,Quarterly,2014 Q4 (October to December),Thousands,0.1,[low],[low],0.3,1.5,1.8,2.9,1.8,0.6,0.1,0.2,0.1,0.1,0.1,9.5,122.1
Northern Ireland,Quarterly,2015 Q1 (January to March),Thousands,0.1,0.1,[low],0.5,3,3.6,6.4,3.1,1.2,0.3,0.3,0.1,0.1,0.1,18.8,121.6
Northern Ireland,Quarterly,2015 Q2 (April to June),Thousands,0.1,0.1,[low],0.3,2.6,3.2,4.8,2.6,1,0.3,0.2,0.1,[low],0.2,15.4,120.7
Northern Ireland,Quarterly,2015 Q3 (July to September),Thousands,[low],0.1,[low],0.4,2.4,3.5,4.8,2.5,0.7,0.3,0.2,[low],0.1,0.2,15.2,119.4
Northern Ireland,Quarterly,2015 Q4 (October to December),Thousands,[low],[low],[low],0.2,1.5,2.3,2.8,1.4,0.5,0.1,0.1,[low],[low],0.2,9.4,118.9
Northern Ireland,Quarterly,2016 Q1 (January to March),Thousands,0.1,0.1,[low],0.4,2.9,4.5,6.8,2.6,0.9,0.4,0.2,0.1,0.1,0.1,19.2,119.5
Northern Ireland,Quarterly,2016 Q2 (April to June),Thousands,[low],0.1,0.1,0.3,2.2,3.8,5.7,1.9,0.7,0.3,0.1,[low],0.1,0.1,15.4,119.1
Northern Ireland,Quarterly,2016 Q3 (July to September),Thousands,[low],0.1,[low],0.4,2,3.6,5.8,1.8,0.7,0.2,0.2,[low],[low],0.1,15,118.5
Northern Ireland,Quarterly,2016 Q4 (October to December),Thousands,[low],0.1,[low],0.2,1.3,1.9,3.4,1.1,0.5,0.1,[low],[low],[low],0.1,8.9,118
Northern Ireland,Quarterly,2017 Q1 (January to March),Thousands,0.1,0.1,[low],0.4,2.5,4.4,7.6,2.4,0.9,0.6,0.2,0.1,0.1,0.1,19.4,119.9
Northern Ireland,Quarterly,2017 Q2 (April to June),Thousands,0.1,0.1,[low],0.3,1.6,3,5.3,1.7,0.6,0.3,0.1,[low],0.1,0.1,13.4,119.8
Northern Ireland,Quarterly,2017 Q3 (July to September),Thousands,[low],0.1,0.1,0.3,1.3,3.2,5.5,1.9,0.6,0.3,0.1,[low],[low],0.1,13.7,119.4
Northern Ireland,Quarterly,2017 Q4 (October to December),Thousands,[low],0.1,[low],0.3,0.8,1.9,3.3,1.4,0.4,0.1,0.1,[low],[low],0.1,8.6,119.6
Northern Ireland,Quarterly,2018 Q1 (January to March),Thousands,0.1,0.1,0.1,0.3,1.8,3.6,6.9,2.7,0.9,0.5,0.2,[low],0.1,0.1,17.4,121.4
Northern Ireland,Quarterly,2018 Q2 (April to June),Thousands,[low],0.1,0.1,0.3,1.2,2.6,5.7,2.2,0.8,0.3,0.2,[low],0.1,0.2,13.8,122.3
Northern Ireland,Quarterly,2018 Q3 (July to September),Thousands,[low],0.1,[low],0.4,1.1,2.1,5.3,2,0.9,0.3,0.2,[low],[low],0.1,12.7,123.1
Northern Ireland,Quarterly,2018 Q4 (October to December),Thousands,[low],0.1,[low],0.3,0.5,1.2,3.4,1.7,0.8,0.2,0.1,[low],[low],0.1,8.7,125.1
Northern Ireland,Quarterly,2019 Q1 (January to March),Thousands,0.1,0.1,0.1,0.6,1,2.3,6.5,2.9,1.8,0.5,0.3,0.1,0.1,0.1,16.5,126
Northern Ireland,Quarterly,2019 Q2 (April to June),Thousands,0.1,[low],[low],0.4,0.7,1.9,5.6,2.6,1.5,0.3,0.3,[low],0.1,0.1,13.8,126.8
Northern Ireland,Quarterly,2019 Q3 (July to September),Thousands,0.1,0.1,[low],0.5,0.6,1.8,5.2,2.1,1.3,0.3,0.2,[low],[low],0.1,12.3,124.9
Northern Ireland,Quarterly,2019 Q4 (October to December),Thousands,0.1,0.1,[low],0.3,0.4,1.3,3.3,1.5,0.9,0.2,0.2,0.1,[low],0.1,8.5,125
Northern Ireland,Quarterly,2020 Q1 (January to March),Thousands,0.2,0.1,0.1,0.6,1.2,1.9,4.4,1.8,1,0.2,0.2,[low],0.1,0.1,11.9,120.2
Northern Ireland,Quarterly,2020 Q2 (April to June),Thousands,0.1,[low],[low],[low],[low],0.1,0.8,1.2,0.6,0.3,0.1,0.1,[low],[low],3.5,141.1
Northern Ireland,Quarterly,2020 Q3 (July to September),Thousands,0.5,0.2,[low],[low],0.1,0.5,3.6,4.3,2.1,1,0.4,0.3,0.1,0.1,13.1,138.2
Northern Ireland,Quarterly,2020 Q4 (October to December),Thousands,0.4,0.2,[low],[low],0.1,0.4,2,2.6,1.2,0.5,0.2,0.1,0.1,0.1,8,132.1
Northern Ireland,Quarterly,2021 Q1 (January to March),Thousands,0.4,0.3,[low],[low],0.2,0.4,2.7,3,1.5,0.6,0.3,0.2,0.1,0.1,9.7,133
Northern Ireland,Quarterly,2021 Q2 (April to June),Thousands,0.6,0.4,[low],[low],0.2,0.6,3.8,3.1,1.5,0.5,0.3,0.2,0.1,0.1,11.3,129.2
Northern Ireland,Quarterly,2021 Q3 (July to September),Thousands,0.6,0.4,[low],[low],0.2,0.6,3,2.6,1.1,0.4,0.2,0.1,0.1,0.1,9.5,124.1
Northern Ireland,Quarterly,2021 Q4 (October to December),Thousands,0.7,0.2,[low],[low],0.1,0.3,2,1.9,0.6,0.2,0.1,0.1,[low],0.1,6.5,118.4
Northern Ireland,Quarterly,2022 Q1 (January to March),Thousands,0.9,0.5,[low],[low],0.2,0.6,3.6,3.3,1,0.4,0.3,0.2,0.1,0.1,11.2,122.1
Northern Ireland,Quarterly,2022 Q2 (April to June),Thousands,0.8,0.4,[low],[low],0.2,0.6,3.6,2.7,1,0.3,0.2,0.1,0.1,0.1,10.2,121.8
Northern Ireland,Quarterly,2022 Q3 (July to September),Thousands,1,0.3,[low],[low],0.2,0.7,3.2,2.4,1,0.3,0.2,0.2,0.1,0.1,9.8,120.6
Northern Ireland,Quarterly,2022 Q4 (October to December),Thousands,1,0.3,[low],[low],0.2,0.4,2.4,2.1,0.7,0.2,0.1,0.2,[low],0.1,7.7,114.2
Northern Ireland,Quarterly,2023 Q1 (January to March),Thousands,1.4,0.5,[low],[low],0.3,1,4.3,3.4,1.2,0.4,0.4,0.3,0.1,0.2,13.6,119.6
Northern Ireland,Quarterly,2023 Q2 (April to June),Thousands,1.6,0.4,[low],[low],0.3,0.8,3.7,3,1,0.3,0.3,0.2,0.1,0.1,11.7,114.7
Northern Ireland,Quarterly,2023 Q3 (July to September),Thousands,1.3,0.5,[low],[low],0.3,0.9,3.8,2.6,1.1,0.3,0.3,0.2,0.1,0.2,11.5,115.5
Northern Ireland,Quarterly,2023 Q4 (October to December),Thousands,1,0.6,[low],[low],0.2,0.7,2.7,2.4,1,0.2,0.2,0.1,[low],0.1,9.3,113.9
Northern Ireland,Quarterly,2024 Q1 (January to March),Thousands,1.6,0.7,[low],[low],0.4,1.1,4.3,4.1,1.5,0.5,0.4,0.2,0.1,0.2,15,117.4
Northern Ireland,Quarterly,2024 Q2 (April to June),Thousands,1.6,0.6,[low],[low],0.4,1.3,3.6,3.2,1,0.3,0.3,0.1,0.1,0.1,12.7,111.8
Northern Ireland,Quarterly,2024 Q3 (July to September),Thousands,1.6,0.7,[low],[low],0.5,1.2,3.3,3.1,0.8,0.4,0.2,0.1,0.1,0.2,12.1,109.1
Northern Ireland,Quarterly,2024 Q4 (October to December),Thousands,1.9,0.9,[low],[low],0.3,0.8,2.8,1.9,0.7,0.2,0.2,[low],[low],0.2,10,97.7
Northern Ireland,Quarterly,2025 Q1 (January to March),Thousands,2.3,1,[low],[low],0.4,1.1,4.2,3.2,1,0.5,0.4,0.2,0.1,0.2,14.6,106.7
Northern Ireland,Quarterly,2025 Q2 (April to June),Thousands,1.9,0.9,[low],[low],0.3,0.9,3,2.6,0.8,0.2,0.2,0.1,[low],0.2,11.2,102.2
Northern Ireland,Quarterly,2025 Q3 (July to September),Thousands,2,0.9,[low],[low],0.3,0.9,3.4,2.2,0.6,0.2,0.2,0.1,0.1,0.2,11,98.5
Northern Ireland,Quarterly,2025 Q4 (October to December),Thousands,1.7,0.6,[low],[low],0.5,0.8,2.4,1.7,0.6,0.1,0.1,0.1,[low],0.2,8.9,97.3
Northern Ireland,Quarterly,2026 Q1 (January to March),Thousands,2.2,0.7,0.2,0.1,0.6,1.1,3.7,2.9,1,0.3,0.3,0.1,0.1,0.3,13.6,105.5
Northern Ireland,Monthly,Jul-14,Thousands,[low],[low],[low],0.1,1,1.1,2.1,1.4,0.5,0.1,0.1,[low],[low],0.3,6.8,121.3
Northern Ireland,Monthly,Aug-14,Thousands,[low],[low],[low],0.1,0.6,0.8,1.3,0.8,0.3,0.1,0.1,[low],[low],[low],4,124.6
Northern Ireland,Monthly,Sep-14,Thousands,[low],[low],[low],0.2,1,1.3,2.3,1.1,0.3,0.1,0.1,[low],[low],[low],6.5,120.9
Northern Ireland,Monthly,Oct-14,Thousands,[low],[low],[low],0.1,0.6,0.8,1.1,0.7,0.3,0.1,0.1,[low],[low],[low],3.9,122.7
Northern Ireland,Monthly,Nov-14,Thousands,[low],[low],[low],0.1,0.6,0.6,1,0.7,0.2,[low],0.1,[low],[low],[low],3.4,122.3
Northern Ireland,Monthly,Dec-14,Thousands,[low],[low],[low],[low],0.4,0.4,0.7,0.4,0.1,[low],[low],[low],[low],[low],2.2,120.4
Northern Ireland,Monthly,Jan-15,Thousands,[low],[low],[low],0.1,1,1.2,2.3,1.2,0.4,0.1,0.2,[low],[low],[low],6.6,122.8
Northern Ireland,Monthly,Feb-15,Thousands,[low],[low],[low],0.1,0.8,0.9,1.5,0.7,0.3,0.1,0.1,[low],[low],[low],4.6,121
Northern Ireland,Monthly,Mar-15,Thousands,[low],[low],[low],0.2,1.2,1.4,2.6,1.2,0.5,0.1,0.1,[low],[low],[low],7.6,121
Northern Ireland,Monthly,Apr-15,Thousands,[low],[low],[low],0.1,0.7,0.9,1.4,0.8,0.3,0.1,0.1,[low],[low],0.1,4.5,121.2
Northern Ireland,Monthly,May-15,Thousands,[low],[low],[low],0.1,0.8,1,1.4,0.8,0.3,0.1,0.1,[low],[low],0.1,4.8,121.1
Northern Ireland,Monthly,Jun-15,Thousands,[low],[low],[low],0.1,1,1.4,2,1,0.4,0.1,0.1,[low],[low],0.1,6.2,120
Northern Ireland,Monthly,Jul-15,Thousands,[low],[low],[low],0.1,0.7,0.9,1.4,0.7,0.2,0.1,0.1,[low],[low],0.1,4.3,120.7
Northern Ireland,Monthly,Aug-15,Thousands,[low],[low],[low],0.1,0.7,0.9,1.2,0.7,0.2,0.1,[low],[low],[low],0.1,4,119.4
Northern Ireland,Monthly,Sep-15,Thousands,[low],[low],[low],0.2,1,1.7,2.2,1.1,0.3,0.1,0.1,[low],[low],[low],6.9,118.6
Northern Ireland,Monthly,Oct-15,Thousands,[low],[low],[low],0.1,0.6,1,1.2,0.5,0.2,0.1,[low],[low],[low],0.1,3.8,119
